ID,HH_ID,HH_WEIGHT,TOT_VEH,OP_VEH,VEH_NUM,VEH_ID,VEH_OWN,YEAR,MAKE,MODEL,BODY,VEH_TYPE
79,100140,133.4603238,2,2,1,10014001,1,2009,15,SONATA,1,2
80,100140,133.4603238,2,2,2,10014002,1,2010,8,GRAND CARAVAN,8,2
81,100206,204.1061668,2,2,1,10020601,1,1999,14,CRV,2,2
82,100206,204.1061668,2,2,2,10020602,1,2009,37,FORRESTER,2,2
83,100291,287.9105489,2,2,1,10029101,2,2010,39,PRIUS,1,1
84,100291,287.9105489,2,2,2,10029102,2,2011,39,SEIANNA,8,2
85,100355,222.444138,1,1,1,10035501,1,2012,14,FIT,6,2
86,100374,365.1464578,2,2,1,10037401,1,2004,25,MONTERY,8,2
87,100374,365.1464578,2,2,2,10037402,1,2007,10,EXPLOYER,3,2
88,100449,74.05932048,2,2,1,10044901,1,2007,10,F-150,3,2
89,100449,74.05932048,2,2,2,10044902,1,2002,36,Vue,2,2
90,100503,165.0079871,2,2,1,10050301,1,2009,40,RABBIT,1,2
91,100503,165.0079871,2,2,2,10050302,1,2008,29,,7,2
92,100601,302.3003829,2,2,1,10060101,1,2003,10,F350,3,3
93,100601,302.3003829,2,2,2,10060102,1,2003,14,ODYSSEY,9,2
94,100663,95.13184704,1,1,1,10066301,1,2002,39,CAMRY,1,2
95,100677,287.3121743,1,1,1,10067701,1,2004,10,Taurus,1,2
96,100702,79.63475003,2,2,1,10070201,1,2011,10,FIESTA,1,2
97,100702,79.63475003,2,2,2,10070202,1,2007,10,150,3,2
98,101057,202.6155458,1,1,1,10105701,1,2006,14,ridgeline,10,2
99,101096,277.1568938,4,4,1,10109601,1,2012,29,NISSAN ALTIMA,1,2
100,101096,277.1568938,4,4,2,10109602,1,2006,8,RAM,3,2
101,101096,277.1568938,4,4,3,10109603,1,9998,98,,12,2
102,101096,277.1568938,4,4,4,10109604,1,9998,98,,12,2
103,101113,86.80244895,1,1,1,10111301,1,2002,12,Sierra,3,2
104,101162,97.40579057,1,1,1,10116201,1,9999,99,,1,2
1,101175,138.376508,1,1,1,10117501,1,2003,39,four-runner,2,2
2,101182,67.10971462,2,2,1,10118201,1,2000,23,LINCLON CONTINENTAL,1,2
3,101182,67.10971462,2,2,2,10118202,1,2006,101,SCION XB,2,2
4,101191,72.40040419,3,3,1,10119101,1,2005,39,Tacoma,3,2
5,101191,72.40040419,3,3,2,10119102,1,1999,39,4 runner,2,2
6,101191,72.40040419,3,3,3,10119103,1,2002,13,sportster,12,2
7,101256,246.4251746,2,2,1,10125601,1,2006,36,VU,2,2
8,101256,246.4251746,2,2,2,10125602,1,2006,36,PRIUS,1,1
9,101258,137.2382903,1,1,1,10125801,1,2007,26,S5 50,1,2
10,101297,66.08237697,2,2,1,10129701,2,2012,37,legacy,1,2
11,101297,66.08237697,2,2,2,10129702,1,2001,39,highlander,2,2
12,101973,182.2259647,3,3,1,10197301,1,2002,41,s80,1,2
13,101973,182.2259647,3,3,2,10197302,1,2012,28,sport,4,2
14,101973,182.2259647,3,3,3,10197303,1,1995,10,,1,2
15,101983,112.1650237,2,2,1,10198301,1,2008,29,QUEST,8,2
16,101983,112.1650237,2,2,2,10198302,1,2010,39,PRIUS,1,1
17,102040,108.9402268,1,1,1,10204001,1,2000,41,s80,1,2
20,102082,109.9486111,2,2,1,10208201,1,2002,4,century,1,2
21,102082,109.9486111,2,2,2,10208202,1,2007,25,grand marquee,1,2
22,102146,196.4245309,1,1,1,10214601,1,1998,29,maxxama,1,2
23,102155,173.3830627,1,1,1,10215501,1,2003,40,jetta,1,2
24,102212,100.6578357,1,1,1,10221201,1,2010,7,TOWN AND COUNTRY,8,2
25,102239,375.700167,2,2,1,10223901,1,2004,37,forrester,7,2
26,102239,375.700167,2,2,2,10223902,1,2004,37,forrester,7,2
27,102372,209.1398699,2,2,1,10237201,1,2005,37,OUTBACK,7,2
28,102372,209.1398699,2,2,2,10237202,1,2010,37,LEGACY,1,2
29,102586,85.09046316,2,2,1,10258601,1,2006,1,RL,1,2
30,102586,85.09046316,2,2,2,10258602,1,1996,1,RL,1,2
31,102600,112.1396828,3,3,1,10260001,1,2011,6,Equinox,2,2
32,102600,112.1396828,3,3,2,10260002,1,2009,15,Genesis,1,2
33,102600,112.1396828,3,3,3,10260003,1,2012,13,Ultra-Limited,12,2
34,102638,292.9477281,2,2,1,10263801,1,2007,37,FORESTER,2,2
35,102638,292.9477281,2,2,2,10263802,1,2007,2,A4,1,2
36,102718,721.1989195,3,3,1,10271801,1,2003,6,TRAILBLAZER,2,2
37,102718,721.1989195,3,3,2,10271802,1,2000,15,SONATA,1,2
38,102718,721.1989195,3,3,3,10271803,3,2008,10,E150,9,2
39,102979,107.5259303,1,1,1,10297901,1,2003,29,altima,1,2
40,103024,206.8836439,4,4,1,10302401,1,2005,4,LESABER,1,2
41,103024,206.8836439,4,4,2,10302402,1,1993,30,CUTLASS,1,2
42,103024,206.8836439,4,4,3,10302403,1,1987,6,SUBURBAN,2,2
43,103024,206.8836439,4,4,4,10302404,2,2011,12,ACADIA,2,2
44,103087,197.4337306,2,2,1,10308701,2,2011,29,pathfinder,2,2
45,103087,197.4337306,2,2,2,10308702,2,2010,29,ultima,1,2
46,103105,330.8960671,2,2,1,10310501,1,2005,1,TL,1,2
47,103105,330.8960671,2,2,2,10310502,1,2008,39,TUNDRA,3,2
48,103132,255.6560947,2,2,1,10313201,1,2007,29,altima,1,2
49,103132,255.6560947,2,2,2,10313202,1,2004,6,SUBURBAN,3,2
50,103846,210.4325346,2,2,1,10384601,1,2011,10,FOCUS,1,2
51,103846,210.4325346,2,2,2,10384602,1,2012,10,ESCAPE,1,2
52,103923,251.5454015,3,3,1,10392301,1,2002,1,RSX,6,2
53,103923,251.5454015,3,3,2,10392302,1,2002,24,,5,2
54,103923,251.5454015,3,3,3,10392303,1,2000,39,TUNDRA,3,2
55,104207,403.2079313,2,2,1,10420701,1,2000,6,SILVERADO,3,2
56,104207,403.2079313,2,2,2,10420702,1,2007,7,SEBRING,1,2
57,104212,152.3760332,2,2,1,10421201,1,1998,10,EXPLORER,2,2
58,104212,152.3760332,2,2,2,10421202,1,2011,10,,1,2
59,104316,114.8153079,1,1,1,10431601,1,2008,10,ESCAPE,2,2
60,104647,92.11534737,2,2,1,10464701,1,2005,6,COLORADO,3,2
61,104647,92.11534737,2,2,2,10464702,1,2004,32,VIBE,7,2
62,104656,262.6365745,1,1,1,10465601,1,1998,32,Refused,4,2
63,104899,87.02173021,1,1,1,10489901,1,2003,6,IMPALA,1,2
64,104900,133.5264186,1,1,1,10490001,1,2004,37,outback,7,2
65,104915,459.9384839,1,1,1,10491501,1,2007,29,XTERA,2,2
66,105152,121.331263,2,2,1,10515201,1,2008,39,FOUR,2,2
67,105152,121.331263,2,2,2,10515202,1,2008,39,COROLLA,1,2
68,105196,185.5987464,1,1,1,10519601,1,2004,25,pacifica,2,2
69,105258,100.7127888,2,2,1,10525801,1,2004,41,S60,1,2
70,105258,100.7127888,2,2,2,10525802,1,2004,15,Santa Fe,2,2
74,105567,356.5375288,3,2,1,10556701,1,2011,14,honda senafe,2,2
75,105567,356.5375288,3,2,2,10556702,1,1999,8,dodge export,3,2
76,105666,100.7151816,2,2,1,10566601,1,2009,4,LACROSSE,1,2
77,105666,100.7151816,2,2,2,10566602,1,1990,30,CUTLASS CALAIS,1,2
78,105778,140.9868646,2,1,1,10577801,1,2005,10,TAURUS,98,2
105,105824,119.1891529,2,2,1,10582401,1,1996,10,windstar,8,2
106,105824,119.1891529,2,2,2,10582402,1,1995,10,aroestar,8,2
107,105889,256.2008551,2,2,1,10588901,1,2006,29,ALTIMA,1,2
108,105889,256.2008551,2,2,2,10588902,1,2009,10,ESCAPE,2,2
109,105995,119.4058649,1,1,1,10599501,1,1990,23,Towncar,1,2
110,106054,122.2808044,2,2,1,10605401,1,2002,10,windstar,9,2
111,106054,122.2808044,2,2,2,10605402,1,1999,10,taurus,1,2
112,106085,97.97070245,2,2,1,10608501,1,2007,37,FORESTER,2,2
113,106085,97.97070245,2,2,2,10608502,1,2004,39,CAMRY,1,2
114,106313,135.3322585,2,2,1,10631301,1,2005,10,XCAPE,2,2
115,106313,135.3322585,2,2,2,10631302,1,2006,26,CLK 350,4,2
116,106434,532.2356523,2,2,1,10643401,1,1998,39,SIENNA,8,2
117,106434,532.2356523,2,2,2,10643402,1,2012,15,SONATA,1,2
118,106452,54.20940458,2,2,1,10645201,1,2005,22,LEXUS ES 300,1,2
119,106452,54.20940458,2,2,2,10645202,1,2002,23,LINCOLN TOWNCAR,1,2
120,106462,153.6792432,2,2,1,10646201,1,2009,15,SANTA FAY,2,2
121,106462,153.6792432,2,2,2,10646202,1,2010,15,SUNADAI,4,2
122,106667,153.6792432,2,2,1,10666701,1,2012,6,Traverse,14,2
123,106667,153.6792432,2,2,2,10666702,1,2012,15,Santa Fe,2,2
124,106832,116.6776865,2,2,1,10683201,1,2007,15,tuscon,2,2
125,106832,116.6776865,2,2,2,10683202,1,1999,39,avalon,1,2
126,106945,114.0066774,2,2,1,10694501,1,2003,39,corrola,1,2
127,106945,114.0066774,2,2,2,10694502,1,2004,39,matrix,1,2
128,106959,70.45085709,3,3,1,10695901,1,2008,14,civic,1,2
129,106959,70.45085709,3,3,2,10695902,1,2008,14,accord,1,2
130,106959,70.45085709,3,3,3,10695903,1,2003,29,pathfinder,2,2
131,106963,65.70018207,2,2,1,10696301,1,2010,41,SX60,2,2
132,106963,65.70018207,2,2,2,10696302,1,2009,35,2.3,1,2
133,107001,169.7839114,2,2,1,10700101,1,2007,24,6,1,2
134,107001,169.7839114,2,2,2,10700102,1,2002,14,ACCORD SE,1,2
135,107047,126.0982225,1,1,1,10704701,1,2007,39,camary hybrid,1,1
136,107084,251.4128601,1,1,1,10708401,1,2010,2,a3,6,2
137,107307,70.11322819,2,2,1,10730701,1,1999,22,es300,1,2
138,107307,70.11322819,2,2,2,10730702,1,2006,37,FORESTER,2,2
139,107343,64.38500352,3,3,1,10734301,1,2001,14,,1,2
140,107343,64.38500352,3,3,2,10734302,1,2005,39,,1,2
141,107343,64.38500352,3,3,3,10734303,1,2005,42,V STAR,12,2
142,107345,164.6429412,3,3,1,10734501,1,2007,6,SUBURBAN,2,2
143,107345,164.6429412,3,3,2,10734502,1,2010,39,AVALON,1,2
144,107345,164.6429412,3,3,3,10734503,1,2002,39,AVALON,1,2
145,107432,98.14781334,1,1,1,10743201,1,2010,39,PRIUS,1,1
146,107493,100.4369772,1,1,1,10749301,1,2004,14,accord,1,2
147,107653,337.52923,2,2,1,10765301,1,2007,16,G35,1,2
148,107653,337.52923,2,2,2,10765302,1,2008,22,IS250,1,2
149,107805,169.063201,2,2,1,10780501,1,2009,28,GALANT.,1,2
150,107805,169.063201,2,2,2,10780502,1,2009,28,ELANTRA.,1,2
151,107923,85.8291818,2,2,1,10792301,1,1988,1,legend,4,2
152,107923,85.8291818,2,2,2,10792302,1,2001,6,Blazer,2,2
153,107997,118.4558804,1,1,1,10799701,1,2001,1,tl,1,2
154,108089,64.97469235,2,2,1,10808901,1,2007,8,ram 3500,3,3
155,108089,64.97469235,2,2,2,10808902,1,2002,37,legacy,7,2
156,108137,73.74210181,2,2,1,10813701,1,2001,30,silhouette,8,2
157,108137,73.74210181,2,2,2,10813702,1,2010,6,equinox,2,2
158,108172,256.0349888,3,3,1,10817201,1,2012,1,RDX,2,2
159,108172,256.0349888,3,3,2,10817202,1,2010,16,G37X,1,2
160,108172,256.0349888,3,3,3,10817203,1,2006,6,COBALT,4,2
161,108198,218.3588523,4,4,1,10819801,1,2006,25,MARINER,2,2
162,108198,218.3588523,4,4,2,10819802,1,1999,19,GRAND CHEROKEE,2,2
163,108198,218.3588523,4,4,3,10819803,1,2006,4,LACROSSE,1,2
164,108198,218.3588523,4,4,4,10819804,1,1996,7,CONCORD,1,2
165,108318,391.2262453,1,1,1,10831801,1,2000,39,ECHO,1,2
166,108759,386.7239805,2,2,1,10875901,1,2007,39,Sequioa,2,2
167,108759,386.7239805,2,2,2,10875902,1,2007,39,FJ Cruise,2,2
168,108857,115.8479898,3,3,1,10885701,1,1994,14,CIVIC,1,2
169,108857,115.8479898,3,3,2,10885702,1,1996,37,INPREZA,1,2
170,108857,115.8479898,3,3,3,10885703,1,1994,14,ODYSSEY,8,2
171,108901,139.4518948,3,3,1,10890101,1,2008,39,MATRIX,7,2
172,108901,139.4518948,3,3,2,10890102,1,2010,39,PRIUS,1,1
173,108901,139.4518948,3,3,3,10890103,1,2007,32,SOLSTICE,5,2
174,108918,102.4502074,3,2,1,10891801,1,2010,23,MKZ,1,2
175,108918,102.4502074,3,2,2,10891802,1,2010,10,EXPLORER,2,2
176,109088,147.7896734,3,3,1,10908801,1,2001,8,durango,2,2
177,109088,147.7896734,3,3,2,10908802,1,2002,36,SL1,1,2
178,109088,147.7896734,3,3,3,10908803,1,1973,8,Dart,1,2
179,109144,180.6761273,3,3,1,10914401,1,2001,8,dodge Grand caravan,9,2
180,109144,180.6761273,3,3,2,10914402,1,2003,19,JEEP LIBERTY,2,2
181,109144,180.6761273,3,3,3,10914403,1,2006,39,TOYOTA COROLLA,1,2
182,109201,116.1349608,3,2,1,10920101,1,2006,24,miata mx5,5,2
183,109201,116.1349608,3,2,2,10920102,1,1997,35,9000cse,1,2
184,109353,85.01081176,2,2,1,10935301,1,2006,37,outback,7,2
185,109353,85.01081176,2,2,2,10935302,1,2000,6,silverado,3,2
186,109412,193.1562522,2,2,1,10941201,1,9998,39,Avalon,1,2
187,109412,193.1562522,2,2,2,10941202,1,1999,37,Outback,6,2
188,109458,78.88856552,2,2,1,10945801,1,2003,14,aCORD,1,2
189,109458,78.88856552,2,2,2,10945802,1,2005,39,TOKAMA,3,2
190,109487,522.3689799,1,1,1,10948701,1,2002,10,FOCUS,6,2
191,109608,114.5226327,2,2,1,10960801,1,2004,14,civic,1,1
192,109608,114.5226327,2,2,2,10960802,1,1994,8,minivan,8,2
193,109638,123.6681131,2,2,1,10963801,1,2003,14,ACCORD,1,2
194,109638,123.6681131,2,2,2,10963802,1,1998,39,CAMREY,1,2
195,109822,195.5964633,2,2,1,10982201,1,2005,39,SIENA,8,2
196,109822,195.5964633,2,2,2,10982202,1,2007,39,COROLLA,1,2
197,109830,87.27683971,1,1,1,10983001,1,2000,25,MERCURY GRAND MARQUIS,1,2
198,109840,172.9823774,2,2,1,10984001,1,2005,14,sedan,1,2
199,109840,172.9823774,2,2,2,10984002,1,2006,39,sedan,1,2
200,110116,40.65175876,1,1,1,11011601,1,2011,15,SONATA,1,2
201,110408,48.53294631,1,1,1,11040801,1,2005,6,MALIBU,1,2
202,110633,165.2952334,3,2,1,11063301,1,2009,37,LEGACY,1,2
203,110633,165.2952334,3,2,2,11063302,1,2001,10,EXPLORER,2,2
204,110887,153.3993805,3,3,1,11088701,1,2012,2,a 4,1,2
205,110887,153.3993805,3,3,2,11088702,1,2006,15,santa fe,2,2
206,110887,153.3993805,3,3,3,11088703,1,2009,32,g 5,1,2
207,110902,246.2029536,3,3,1,11090201,1,2009,29,ALTIMA,1,2
208,110902,246.2029536,3,3,2,11090202,1,2009,29,ALTIMA,1,2
209,110902,246.2029536,3,3,3,11090203,1,2009,29,ALTIMA,1,2
210,110937,211.7894971,2,2,1,11093701,1,2001,29,NISSAN ALTIMA,1,2
211,110937,211.7894971,2,2,2,11093702,1,9998,37,SUBARU FORESTER,7,2
212,110999,125.5299342,2,2,1,11099901,1,2009,14,HONDA ACCORD EX,1,2
213,110999,125.5299342,2,2,2,11099902,3,2008,6,CHEVY IMPALA,1,2
214,111106,98.59529082,1,1,1,11110601,2,2010,1,MDX,2,2
215,111118,211.9343458,2,2,1,11111801,1,2005,27,mini couper,4,2
216,111118,211.9343458,2,2,2,11111802,1,9998,10,ESCAPE,2,2
217,111123,65.31736284,2,2,1,11112301,1,2009,37,FORESTER,2,2
218,111123,65.31736284,2,2,2,11112302,1,2011,22,HS250 HYBRID,1,1
219,111149,92.38097643,3,3,1,11114901,1,2006,16,G35,1,2
220,111149,92.38097643,3,3,2,11114902,1,2009,24,6,1,2
221,111149,92.38097643,3,3,3,11114903,1,2011,24,3,1,2
222,111253,298.7396196,2,2,1,11125301,2,2011,37,LEGACY,1,2
223,111253,298.7396196,2,2,2,11125302,2,2011,15,ALENTRA,1,2
224,111323,137.7497512,1,1,1,11132301,1,2002,4,century,1,2
225,111411,451.0368283,3,3,1,11141101,2,2010,39,CAMRY,1,2
226,111411,451.0368283,3,3,2,11141102,2,2011,14,CRV,2,2
227,111411,451.0368283,3,3,3,11141103,2,2011,14,CIVIC,1,2
228,111423,172.9823774,2,2,1,11142301,1,2006,14,civic,1,2
229,111423,172.9823774,2,2,2,11142302,1,2012,14,civic,1,2
230,111448,71.2483343,2,2,1,11144801,1,2012,37,impreza,6,2
231,111448,71.2483343,2,2,2,11144802,1,2008,1,tl,1,2
232,111569,376.9082324,2,2,1,11156901,1,2003,14,CIVIC,1,1
233,111569,376.9082324,2,2,2,11156902,1,1996,8,CARAVAN,8,2
234,111772,129.7738883,2,2,1,11177201,1,1998,29,sentra,1,2
235,111772,129.7738883,2,2,2,11177202,1,2000,7,Grand voyeger,8,2
236,111777,232.4526418,4,4,1,11177701,1,2011,39,camry,1,2
237,111777,232.4526418,4,4,2,11177702,1,2010,24,3,1,2
238,111777,232.4526418,4,4,3,11177703,1,2010,24,speed 3,6,2
239,111777,232.4526418,4,4,4,11177704,1,2000,32,grand pri,1,2
240,111913,113.4246991,2,2,1,11191301,1,2004,32,PONTIAC GRAND PRIX,1,2
241,111913,113.4246991,2,2,2,11191302,1,2007,1,ACURA TSX,1,2
242,112028,321.1171779,1,1,1,11202801,1,2006,41,xc70,6,2
243,112031,205.7623824,4,2,1,11203101,1,1998,24,MPV,8,2
244,112031,205.7623824,4,2,2,11203102,2,2012,15,Sonoata,1,2
245,112143,165.2853549,1,1,1,11214301,1,1998,4,LESABRE,1,2
246,112228,124.9184848,2,2,1,11222801,1,2009,15,ACCENT,1,2
247,112228,124.9184848,2,2,2,11222802,1,2003,15,ACCENT,1,2
248,112278,171.4649922,2,2,1,11227801,1,2010,21,Kia Forte,1,2
249,112278,171.4649922,2,2,2,11227802,1,2005,32,Pontiac Sunfire,1,2
250,112292,174.9047129,2,2,1,11229201,1,2007,29,altima,1,2
251,112292,174.9047129,2,2,2,11229202,1,2001,7,town and country,8,2
252,112325,199.7312102,2,2,1,11232501,1,2011,1,nsx,2,2
253,112325,199.7312102,2,2,2,11232502,2,2011,16,gx,1,2
254,112361,70.41473493,1,1,1,11236101,1,9998,6,malibu,1,98
255,112703,215.8495787,2,2,1,11270301,1,2003,14,acord,1,2
256,112703,215.8495787,2,2,2,11270302,1,9998,10,escort,4,2
257,112721,68.93067243,3,2,1,11272101,1,2002,19,Liberty,2,2
258,112721,68.93067243,3,2,2,11272102,1,2001,2,A4,1,2
259,112743,138.9827091,2,2,1,11274301,1,2005,10,ESCAPE,2,2
260,112743,138.9827091,2,2,2,11274302,1,2010,4,LACROSS,1,2
261,112860,289.772894,1,1,1,11286001,1,2009,37,AIRO,1,2
262,112880,337.2309311,1,1,1,11288001,1,2008,7,PT CRUISER,6,2
265,113187,121.6416772,1,1,1,11318701,1,2003,39,rav,2,2
266,113201,94.37415487,1,1,1,11320101,1,2000,6,CAVALIER,4,2
267,113218,85.65057604,2,2,1,11321801,1,1997,39,Toyota Camrey,1,2
268,113218,85.65057604,2,2,2,11321802,1,2004,39,Toyota Sienna,8,2
269,113356,118.0871419,1,1,1,11335601,2,2011,6,exinos,2,2
272,113649,110.5243081,2,2,1,11364901,1,2000,40,passat,7,2
273,113649,110.5243081,2,2,2,11364902,1,1996,24,626,1,2
274,113651,266.5806095,1,1,1,11365101,1,2007,21,Rondo,7,2
275,113831,165.7214086,2,2,1,11383101,1,2003,8,entripid,1,2
276,113831,165.7214086,2,2,2,11383102,1,2005,10,explorer,10,2
277,113899,179.9302697,2,2,1,11389901,1,2010,19,commander,2,2
278,113899,179.9302697,2,2,2,11389902,1,2008,8,DAKOTA,3,2
281,114239,124.9184848,2,2,1,11423901,1,2002,41,S60,1,2
282,114239,124.9184848,2,2,2,11423902,1,2007,29,Maxima,1,2
283,114729,151.3325738,1,1,1,11472901,1,2008,15,SONATA,1,2
284,114736,143.4174285,1,1,1,11473601,1,2004,14,CRV,97,2
285,115001,755.4895811,2,2,1,11500101,1,1992,10,ranger,3,2
286,115001,755.4895811,2,2,2,11500102,1,2010,10,escape ltd,2,2
287,115402,247.6547545,1,1,1,11540201,1,1996,10,ESCORT,1,2
288,115687,51.89662555,1,1,1,11568701,1,2007,40,GTI,6,2
289,115885,200.8865098,2,2,1,11588501,1,2001,39,TOYOTA COROLLA,1,2
290,115885,200.8865098,2,2,2,11588502,1,2010,39,TOYOTA COROLLA,1,2
291,116123,269.8869014,1,1,1,11612301,1,2000,6,MALIBU,1,2
292,116334,140.1128151,1,1,1,11633401,1,2006,7,caravan,8,2
293,116545,389.9850702,2,2,1,11654501,1,2009,37,IMPREZA,6,2
294,116545,389.9850702,2,2,2,11654502,1,2007,14,METROPOLITAN,13,2
295,116643,247.6547545,1,1,1,11664301,1,2005,6,CHEVY CAVALIER,1,2
296,116812,249.9899394,3,2,1,11681201,1,2012,14,ACCORD,1,2
297,116812,249.9899394,3,2,2,11681202,1,1999,10,RANGER,3,2
298,117524,75.17606806,2,2,1,11752401,1,2008,1,TSX,1,2
299,117524,75.17606806,2,2,2,11752402,1,2004,39,COROLLA,1,2
300,118882,247.6547545,1,1,1,11888201,1,2006,14,civic,4,2
301,119523,122.5152946,1,1,1,11952301,1,2002,14,Acura,1,2
302,201224,118.4558804,1,1,1,20122401,1,2007,39,rav4,2,2
303,202374,269.8869014,1,1,1,20237401,1,2004,21,optima,4,2
304,203809,69.05573187,3,3,1,20380901,1,2008,10,TRUCK,3,2
305,203809,69.05573187,3,3,2,20380902,1,2002,26,300,1,2
306,203809,69.05573187,3,3,3,20380903,1,2006,39,SEDAN,1,2
307,204033,216.2378531,3,3,1,20403301,1,2001,36,L 100,1,2
308,204033,216.2378531,3,3,2,20403302,1,2012,10,ECONOLINE,9,2
309,204033,216.2378531,3,3,3,20403303,1,1998,6,SILVERADO,3,2
310,205090,175.7055854,1,1,1,20509001,1,2010,14,FIT,6,2
311,206580,208.6676936,2,2,1,20658001,1,2006,18,XTYPE,1,2
312,206580,208.6676936,2,2,2,20658002,1,2007,14,OBISE,8,2
313,207638,189.3555652,1,1,1,20763801,1,2009,10,escape,2,2
314,208991,119.2137871,1,1,1,20899101,1,2009,14,crv honda,2,2
315,209034,156.9272881,1,1,1,20903401,1,2002,15,santa fe,2,2
316,209717,368.6403921,1,1,1,20971701,1,2007,14,ACCORD,1,2
317,210100,114.389433,2,2,1,21010001,1,2007,39,corrola,1,2
318,210100,114.389433,2,2,2,21010002,1,2002,39,corrola,1,2
319,211852,170.33356,1,1,1,21185201,1,2002,15,ELLANTRA,1,2
320,214734,255.5017702,2,2,1,21473401,1,2006,10,F150,3,2
321,214734,255.5017702,2,2,2,21473402,1,2004,41,S40,1,2
322,215395,109.9486111,2,1,1,21539501,1,1990,40,BETTLE,4,2
323,216185,135.2994632,1,1,1,21618501,1,2002,6,malibu,1,2
324,216558,129.756389,5,3,1,21655801,1,2012,40,TOURET,2,3
325,216558,129.756389,5,3,2,21655802,1,2005,39,TACOMA,3,2
326,216558,129.756389,5,3,3,21655803,1,2008,33,911,5,2
327,221512,141.75873,2,2,1,22151201,1,2007,39,RAV 4,98,2
328,221512,141.75873,2,2,2,22151202,1,2006,32,MONTANA,7,2
329,224405,76.69795302,2,2,1,22440501,1,2008,14,FIT,1,2
330,224405,76.69795302,2,2,2,22440502,1,1999,3,323,1,2
333,225506,410.3715128,1,1,1,22550601,2,2008,10,FOCUS,1,2
335,227519,219.7481935,2,2,1,22751901,1,2005,1,RL,1,2
336,227519,219.7481935,2,2,2,22751902,1,2005,14,PILOT,2,2
337,229114,176.6030801,1,1,1,22911401,1,1992,7,aclaim,1,2
338,229797,110.80041,1,1,1,22979701,1,2002,40,JETTA,1,2
339,230324,112.04145,1,1,1,23032401,1,2009,6,malibu,1,2
340,230366,80.66792431,2,1,1,23036601,1,2006,7,PACIFICA,2,2
343,232509,191.9680284,2,2,1,23250901,1,2007,29,xterra,2,2
344,232509,191.9680284,2,2,2,23250902,4,2008,41,XC90,2,2
345,233010,294.6290024,2,2,1,23301001,1,2012,29,NISSAN VERSA,1,2
346,233010,294.6290024,2,2,2,23301002,1,2012,29,NISSAN VERSA,1,2
347,234710,164.0688522,3,2,1,23471001,1,1997,6,VENTURE,8,2
348,234710,164.0688522,3,2,2,23471002,1,2008,14,ACCORD,1,2
349,237104,143.3434377,2,2,1,23710401,1,2004,12,GMC ENVOY,2,2
350,237104,143.3434377,2,2,2,23710402,1,2002,30,OLDSMOBILE INTRIGUE,1,2
351,238714,321.8302232,3,3,1,23871401,3,2005,25,MARINER,2,2
352,238714,321.8302232,3,3,2,23871402,1,2000,14,ACCORD,1,2
353,238714,321.8302232,3,3,3,23871403,1,2005,14,CIVIC,1,2
354,239613,224.4878159,2,2,1,23961301,1,1998,36,,1,2
355,239613,224.4878159,2,2,2,23961302,1,2012,39,CAMERY,1,1
356,243525,83.94576862,1,1,1,24352501,1,2007,2,A3,7,2
357,244669,224.1524107,1,1,1,24466901,1,2002,39,CAMRY,1,2
358,244868,481.5872402,2,2,1,24486801,1,2005,10,EXSCAPE,2,2
359,244868,481.5872402,2,2,2,24486802,1,2002,38,ESTEEM,1,2
360,244920,76.67727322,2,1,1,24492001,1,1997,10,explore,2,2
361,245160,234.0497276,1,1,1,24516001,1,2002,39,corola,1,2
362,245572,54.94372183,1,1,1,24557201,1,1997,29,altuma,1,2
363,245590,46.68930982,2,2,1,24559001,1,2006,39,HILANDER,2,2
364,245590,46.68930982,2,2,2,24559002,1,2001,37,FORESTER,2,2
365,246516,114.389433,2,2,1,24651601,1,2008,25,,1,2
366,246516,114.389433,2,2,2,24651602,1,2007,39,PLARA,4,2
367,247427,163.9812419,2,2,1,24742701,1,2008,40,RABBIT,1,2
368,247427,163.9812419,2,2,2,24742702,1,2004,32,GRAND PRIX,1,2
369,249938,258.2854089,4,4,1,24993801,1,2001,10,ranger,3,2
370,249938,258.2854089,4,4,2,24993802,1,2001,15,sante fe,2,2
371,249938,258.2854089,4,4,3,24993803,1,1999,19,larado,2,2
372,249938,258.2854089,4,4,4,24993804,1,2004,25,cougar,1,2
373,249976,207.5538993,1,1,1,24997601,1,2008,7,ASPEN,2,2
374,250170,188.0769941,2,2,1,25017001,1,9998,39,SIENNA,8,2
375,250170,188.0769941,2,2,2,25017002,1,9998,39,PRIUS,1,1
376,251551,470.8991396,1,1,1,25155101,1,2007,39,Yaris,6,2
377,252058,238.3487735,1,1,1,25205801,1,2004,10,FOCUS,1,2
378,252493,41.82955296,1,1,1,25249301,1,1998,39,CAMRY,1,2
379,253604,254.7502371,1,1,1,25360401,1,2005,14,CIVIC,1,2
380,254291,147.6366405,1,1,1,25429101,1,2012,10,FOCUS,1,2
381,254951,211.6660061,2,2,1,25495101,1,2004,14,CRV,2,2
382,254951,211.6660061,2,2,2,25495102,1,2008,14,CIVIC,1,2
383,256365,111.8573428,1,1,1,25636501,1,2008,14,CIVIC,1,2
384,257454,1076.967611,1,1,1,25745401,2,2006,14,ACCORD,4,2
385,257710,112.3409468,2,2,1,25771001,1,1996,36,AVALON,1,2
386,257710,112.3409468,2,2,2,25771002,1,1998,10,TAURUS,1,2
387,257992,254.7502371,1,1,1,25799201,1,2012,39,PRIUS,6,1
388,258987,115.1813342,1,1,1,25898701,1,2009,39,SCION,2,2
