ID,HH_ID,PERSON_NUM,PERSON_ID,HH_WEIGHT,P_WEIGHT,P_TOT_TRIPS,P_MO_TRIPS,P_NM_TRIPS,GPS_Factor,F_P_TOT_TRIPS,F_P_MO_TRIPS,F_P_NM_TRIPS,GEND,AGECAT,RACE,EDUCA,RELAT,LIC,EMPLY,WK_STAT,SEMPLY,JOBS,WK_LOC,W_GEO_ACC,W_STATE,W_REGION,W_COUNTY,W_CPA,W_MCD,W_TRACT,W_TAZ,HOURS,OCCUP,WK_MODE,WK_MODETMS,ARRV_WRK,ARRV_TMS,LV_WRK,LV_TMS,TCOMM,PARK_SUB,PARK_SUB_AMT,TRAN_SUB,TRAN_SUB_AMT,WDAY_1,WDAY_2,WDAY_3,WDAY_4,WDAY_5,WDAY_6,WDAY_7,STUDE,SCHOL,S_HOME,S_ONLN,S_GEO_ACC,S_STATE,S_REGION,S_COUNTY,S_CPA,S_MCD,S_TRACT,S_TAZ,PRESCH_1,PRESCH_2,PRESCH_3,T_TRIP,PAY_TYPE1,PAY_TYPE2,PAY_TYPE3,TAP
279,100140,1,10014001,133.4603238,132.5430702,5,5,0,1.12,5.6,5.6,0,2,10,988,6,0,1,1,,2,1,2,1,34,1,34005,005_702,3400543740,34005700405,20225,20,31,,,,,,,,,,,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
280,100140,2,10014002,133.4603238,115.1988106,3,3,0,1.12,3.36,3.36,0,2,9,988,4,1,1,1,,2,1,1,1,42,1,42101,101_115,4210160000,42101028200,2615,37,31,1,10,2,6,3,6,0,2,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
281,100206,1,10020601,204.1061668,281.143358,6,2,4,1.17,7.02,2.34,4.68,1,8,988,5,0,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101000300,113,40,15,3,10,7,6,6,7,0,2,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,10,9,,,
282,100206,2,10020602,204.1061668,297.0980698,3,3,0,1.17,3.51,3.51,0,2,8,988,5,1,1,1,,1,1,2,1,34,1,34005,005_702,3400547880,34005700501,20249,50,51,,,,,,,,,,,,1,2,3,4,,,,3,,,,,,,,,,,,,,,0,,,,
283,100206,3,10020603,204.1061668,294.6156843,2,0,2,1.17,2.34,0,2.34,1,5,988,2,2,2,1,,2,1,1,1,34,1,34005,005_703,3400529010,34005703000,20407,20,41,6,10,9,,9,,0,3,,2,,1,2,5,6,,,,3,,,,,,,,,,,,,,,0,,,,
284,100291,1,10029101,287.9105489,661.7183033,5,5,0,1.12,5.6,5.6,0,1,6,988,5,0,1,1,,2,1,1,1,34,1,34005,005_702,3400549020,34005702906,20270,40,17,1,5,9,,3,8,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
285,100291,2,10029102,287.9105489,288.8649292,1,1,0,1.12,1.12,1.12,0,2,6,988,5,1,1,1,,2,1,1,1,42,1,42101,101_110,4210160000,42101036900,1025,24,29,1,10,8,10,8,10,0,1,5,2,,1,2,3,4,,,,3,,,,,,,,,,,,,,,0,,,,
286,100291,3,10029103,287.9105489,363.6944095,2,2,0,1.12,2.24,2.24,0,1,1,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
287,100291,4,10029104,287.9105489,141.8811663,1,1,0,1.12,1.12,1.12,0,2,1,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
288,100291,5,10029105,287.9105489,363.6944095,0,0,0,1.12,0,0,0,1,1,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
289,100355,1,10035501,222.444138,238.3041931,5,4,1,1.17,5.85,4.68,1.17,2,8,988,5,0,1,1,,2,1,1,1,42,1,42017,017_509,4201705616,42017100208,15614,40,43,1,10,8,10,8,10,0,3,,2,,1,5,6,7,,,,3,,,,,,,,,,,,,,,0,,,,
4,100374,1,10037401,365.1464578,216.707004,4,4,0,1.17,4.68,4.68,0,2,7,988,4,0,1,1,,2,2,1,1,34,1,34005,005_701,3400563510,34005700702,20072,30,29,1,10,5,8,9,,0,3,,8,,2,3,4,,,,,3,,,,,,,,,,,,,,,0,,,,
5,100374,2,10037402,365.1464578,137.2425555,10,10,0,1.17,11.7,11.7,0,1,7,988,2,1,1,2,1,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
6,100374,3,10037403,365.1464578,163.7455808,4,4,0,1.17,4.68,4.68,0,2,2,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7,100374,4,10037404,365.1464578,163.7455808,6,6,0,1.17,7.02,7.02,0,2,2,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
8,100449,1,10044901,74.05932048,169.0367533,3,3,0,1.17,3.51,3.51,0,1,9,988,3,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
9,100449,2,10044902,74.05932048,115.4220834,6,6,0,1.17,7.02,7.02,0,2,9,988,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
10,100503,1,10050301,165.0079871,218.7684379,2,0,2,1.12,2.24,0,2.24,1,9,988,6,0,1,1,,2,1,1,1,34,1,34021,021_601,3402174000,34021000900,18023,40,17,4,8,6,8,3,8,1,3,,1,8,1,2,3,4,5,,,3,,,,,,,,,,,,,,,8,4,,,
11,100503,2,10050302,165.0079871,237.1062178,7,7,0,1.12,7.84,7.84,0,2,8,988,5,1,1,1,,1,1,2,1,34,1,34005,005_701,3400508920,34005701204,20026,40,27,,,,,,,,,,,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
12,100601,1,10060101,302.3003829,242.6731622,3,3,0,1.12,3.36,3.36,0,1,8,988,3,0,1,1,,2,1,3,1,34,2,34023,,3402382000,34023003002,54525,40,47,1,10,2,10,1,10,0,8,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
13,100601,2,10060102,302.3003829,255.4619267,7,6,1,1.12,7.84,6.72,1.12,2,8,988,4,1,1,1,,2,1,1,1,34,1,34021,021_602,3402129310,34021003001,18204,40,13,1,10,7,10,4,10,0,3,,8,,1,2,3,4,5,,,3,,,,1,34,1,34021,021_605,3402122185,34021003703,18812,,,,0,,,,
14,100601,3,10060103,302.3003829,590.2760877,2,2,0,1.12,2.24,2.24,0,1,4,988,1,2,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,6,34,1,34021,021_605,3402122185,34021003703,18812,,,,0,,,,
15,100601,4,10060104,302.3003829,186.6427841,6,5,1,1.12,6.72,5.6,1.12,2,2,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,6,34,1,34021,021_605,3402122185,34021003703,18812,,,,0,,,,
16,100663,1,10066301,95.13184704,106.44077,4,4,0,1.13,4.52,4.52,0,2,11,988,3,0,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
17,100677,1,10067701,287.3121743,264.7500427,2,2,0,1.17,2.34,2.34,0,1,10,988,4,0,1,1,,2,2,1,1,34,1,34005,005_704,3400557510,34005702207,20637,40,41,1,10,5,8,5,8,0,3,,2,,1,2,3,,,,,3,,,,,,,,,,,,,,,0,,,,
18,100677,2,10067702,287.3121743,112.8028423,3,3,0,1.17,3.51,3.51,0,2,9,988,2,1,1,1,,1,1,1,1,34,1,34005,005_701,3400520050,34005701002,20053,15,39,1,10,9,,3,10,0,3,,8,,2,3,4,,,,,3,,,,,,,,,,,,,,,0,,,,
19,100702,1,10070201,79.63475003,143.9477411,4,4,0,1.12,4.48,4.48,0,2,10,988,6,0,1,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
20,100702,2,10070202,79.63475003,129.7041693,2,2,0,1.12,2.24,2.24,0,1,10,988,2,1,1,1,,2,1,1,1,34,1,34005,005_704,3400557510,34005702210,20641,40,33,9,,9,,9,,0,9,,8,,2,3,4,5,7,,,3,,,,,,,,,,,,,,,0,,,,
21,101057,1,10105701,202.6155458,169.0367533,1,1,0,1.17,1.17,1.17,0,1,10,988,3,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
22,101096,1,10109601,277.1568938,1071.021646,4,4,0,1.13,4.52,4.52,0,2,7,988,6,0,1,1,,2,1,1,1,34,1,34005,005_702,3400547880,34005700505,20256,40,17,1,10,7,10,7,2,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
23,101096,2,10109602,277.1568938,996.2189945,5,5,0,1.13,5.65,5.65,0,1,7,988,6,1,1,1,,2,1,1,1,34,1,34005,005_702,3400547880,34005700505,20256,40,17,1,10,8,8,7,5,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
24,101096,3,10109603,277.1568938,445.8069817,2,2,0,1.13,2.26,2.26,0,2,1,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
25,101113,1,10111301,86.80244895,251.8958214,2,2,0,1.12,2.24,2.24,0,1,9,988,5,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,99,,,
26,101162,1,10116201,97.40579057,122.5134729,4,4,0,1.17,4.68,4.68,0,2,99,988,4,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
27,101175,1,10117501,138.376508,95.88253999,2,2,0,1.17,2.34,2.34,0,1,9,988,2,0,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
28,101182,1,10118201,67.10971462,294.3636784,5,5,0,1.17,5.85,5.85,0,1,11,988,5,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
29,101182,2,10118202,67.10971462,158.5680305,0,0,0,1.17,0,0,0,2,10,988,5,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
30,101191,1,10119101,72.40040419,975.908499,2,2,0,1.17,2.34,2.34,0,1,9,988,3,0,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
31,101191,2,10119102,72.40040419,215.0994126,2,2,0,1.17,2.34,2.34,0,2,10,988,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
32,101256,1,10125601,246.4251746,326.5544638,4,4,0,1.12,4.48,4.48,0,1,9,988,5,0,1,1,,2,1,3,1,34,1,34005,005_705,3400577150,34005704700,20829,50,41,1,10,8,10,6,8,0,3,,2,,1,2,3,4,5,6,,3,,,,,,,,,,,,,,,0,,,,
33,101256,2,10125602,246.4251746,169.6502614,2,2,0,1.12,2.24,2.24,0,2,99,988,6,99,1,1,,2,1,1,1,34,2,34023,,3402351210,34023009300,54512,40,19,1,8,9,,9,,2,9,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
34,101256,3,10125603,246.4251746,186.6427841,4,4,0,1.12,4.48,4.48,0,2,3,988,1,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99,,,6,34,1,34005,005_702,3400547880,34005700501,20248,,,,10,11,17,,
35,101258,1,10125801,137.2382903,130.9038522,3,3,0,1.12,3.36,3.36,0,2,10,988,4,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
36,101258,2,10125802,137.2382903,292.7210385,0,0,0,1.12,0,0,0,1,10,988,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
37,101297,1,10129701,66.08237697,132.5430702,8,8,0,1.12,8.96,8.96,0,2,10,988,5,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
38,101297,2,10129702,66.08237697,218.7684379,2,2,0,1.12,2.24,2.24,0,1,10,988,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
39,101461,1,10146101,655.7720162,295.6098173,1,1,0,1.12,1.12,1.12,0,1,9,1,6,0,1,1,,1,1,1,1,34,1,34005,005_702,3400549020,34005702910,20276,35,29,9,,9,,9,,0,9,,8,,2,3,4,5,,,,3,,,,,,,,,,,,,,,0,,,,
40,101973,1,10197301,182.2259647,930.6542339,2,2,0,1.12,2.24,2.24,0,1,10,988,4,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
41,101973,2,10197302,182.2259647,829.2774355,2,2,0,1.12,2.24,2.24,0,2,10,988,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
42,101973,3,10197303,182.2259647,653.2570345,6,6,0,1.12,6.72,6.72,0,2,8,988,6,2,1,1,,2,1,1,1,34,1,34007,007_802,3400712280,34007603400,22224,45,25,1,10,4,1,2,3,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
43,101983,1,10198301,112.1650237,164.9220165,2,2,0,1.12,2.24,2.24,0,1,9,988,6,0,1,1,,2,2,1,1,42,1,42101,101_105,4210160000,42101005000,1804,40,43,1,10,6,8,5,8,0,3,,1,3,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
44,101983,2,10198302,112.1650237,212.1530937,7,7,0,1.12,7.84,7.84,0,2,9,988,6,1,1,1,,2,1,1,1,34,1,34005,005_704,3400557480,34005702300,20640,40,25,1,10,3,10,1,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
45,102040,1,10204001,108.9402268,133.8063499,3,3,0,1.12,3.36,3.36,0,2,10,988,6,0,1,1,,2,2,1,1,34,1,34007,007_802,3400712280,34007603301,22222,40,13,1,10,6,10,5,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
49,102082,1,10208201,109.9486111,186.5533437,8,8,0,1.12,8.96,8.96,0,1,11,988,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
50,102082,2,10208202,109.9486111,245.4974265,9,9,0,1.12,10.08,10.08,0,2,10,988,6,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
51,102146,1,10214601,196.4245309,131.4247899,9,9,0,1.17,10.53,10.53,0,2,10,988,5,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
52,102155,1,10215501,173.3830627,133.6823268,9,7,2,1.17,10.53,8.19,2.34,2,8,988,4,0,1,1,,2,1,1,1,34,1,34005,005_702,3400522110,34005704004,20216,40,35,1,10,3,10,1,10,0,3,,2,,1,4,,,,,,3,,,,,,,,,,,,,,,0,,,,
53,102212,1,10221201,100.6578357,164.7156732,3,3,0,1.17,3.51,3.51,0,1,11,988,5,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
54,102239,1,10223901,375.700167,439.0200963,4,4,0,1.12,4.48,4.48,0,1,9,988,5,0,1,1,,1,1,2,1,34,1,34007,007_803,3400714260,34007604300,22413,50,27,,,,,,,,,,,,1,2,3,4,,,,3,,,,,,,,,,,,,,,0,,,,
55,102239,2,10223902,375.700167,453.8672666,4,4,0,1.12,4.48,4.48,0,2,8,988,5,1,1,1,,1,1,2,99,,,,,,,,40,27,,,,,,,,,,,,1,2,3,4,,,,3,,,,,,,,,,,,,,,0,,,,
56,102239,3,10223903,375.700167,1650.516324,5,5,0,1.12,5.6,5.6,0,2,4,988,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,6,34,1,34007,007_803,3400714260,34007604400,22412,,,,0,,,,
57,102239,4,10223904,375.700167,1757.969931,3,3,0,1.12,3.36,3.36,0,1,3,988,1,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,6,34,1,34007,007_803,3400714260,34007604400,22412,,,,0,,,,
58,102372,1,10237201,209.1398699,218.2159457,7,3,4,1.13,7.91,3.39,4.52,1,7,988,6,0,1,1,,2,1,3,1,42,1,42101,101_103,4210160000,42101001002,35,55,33,3,10,8,10,6,10,2,2,,2,,1,2,3,4,5,,,3,,,,1,34,3,34027,340273401503,3402756460,,,,,,4,10,,,
59,102372,2,10237202,209.1398699,137.491753,2,2,0,1.13,2.26,2.26,0,2,7,988,6,1,1,1,,2,1,3,1,42,1,42101,101_103,4210160000,42101036700,126,40,21,1,10,3,10,2,10,2,2,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
60,102372,3,10237203,209.1398699,344.7884425,3,1,2,1.13,3.39,1.13,2.26,1,2,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,6,34,1,34007,007_802,3400728770,34007606100,22240,,,,0,,,,
61,102586,1,10258601,85.09046316,113.5579837,5,5,0,1.15,5.75,5.75,0,1,9,988,5,0,1,1,,1,1,1,1,34,1,34007,007_805,3400705470,34007608800,22805,60,41,1,10,9,,9,,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
62,102586,2,10258602,85.09046316,132.9762876,4,4,0,1.15,4.6,4.6,0,2,9,988,5,1,1,1,,1,1,1,1,34,1,34007,007_805,3400705470,34007608800,22806,60,41,1,8,9,,8,8,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
63,102600,1,10260001,112.1396828,475.6304519,3,2,1,1.12,3.36,2.24,1.12,1,9,988,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,12,1,,,
64,102600,2,10260002,112.1396828,691.1050026,6,6,0,1.12,6.72,6.72,0,2,9,988,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
65,102638,1,10263801,292.9477281,209.6897216,8,8,0,1.12,8.96,8.96,0,2,8,988,6,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,34,1,34007,007_802,3400776220,34007607502,22255,,,,0,,,,
66,102638,2,10263802,292.9477281,387.8821862,6,4,2,1.12,6.72,4.48,2.24,1,8,988,6,1,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101000402,76,45,41,3,10,4,9,6,7,0,2,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,5,9,,,
67,102638,3,10263803,292.9477281,667.2812662,7,7,0,1.12,7.84,7.84,0,1,2,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,6,34,1,34007,007_802,3400726070,34007607600,22234,,,,0,,,,
68,102718,1,10271801,721.1989195,428.3372896,3,3,0,1.13,3.39,3.39,0,2,8,1,3,0,1,1,,2,1,1,1,42,1,42017,017_509,4201705616,42017100201,15627,45,43,1,10,6,9,6,6,3,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
69,102718,2,10271802,721.1989195,302.21,7,7,0,1.13,7.91,7.91,0,2,5,1,2,2,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,1,1,34,1,34007,007_801,3400710000,34007610300,22029,,,,0,,,,
70,102718,3,10271803,721.1989195,901.7070432,0,0,0,1.13,0,0,0,1,8,1,3,1,1,1,,2,1,3,1,42,1,42045,045_203,4204579000,42045401103,4449,40,49,9,,9,,9,,0,2,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
71,102718,4,10271804,721.1989195,1092.850885,0,0,0,1.13,0,0,0,1,4,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,99,,,,,,,,,,,0,,,,
72,102859,1,10285901,536.1826127,412.4952986,5,0,5,1.17,5.85,0,5.85,2,8,988,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,12,1,,,
73,102859,2,10285902,536.1826127,1773.377454,5,0,5,1.17,5.85,0,5.85,1,4,3,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,6,34,1,34007,007_804,3400726760,34007608402,22609,,,,20,1,,,
74,102979,1,10297901,107.5259303,177.555792,0,0,0,1.17,0,0,0,2,10,988,4,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
75,102979,2,10297902,107.5259303,142.4778561,0,0,0,1.17,0,0,0,1,10,988,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
76,103024,1,10302401,206.8836439,788.1731068,7,7,0,1.17,8.19,8.19,0,1,9,988,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
77,103024,2,10302402,206.8836439,1172.884331,0,0,0,1.17,0,0,0,2,9,988,5,1,1,1,,1,1,1,1,34,1,34007,007_805,3400777630,34007608901,22814,40,29,1,10,6,10,3,8,,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
78,103024,3,10302403,206.8836439,2518.576203,2,2,0,1.17,2.34,2.34,0,1,6,988,5,2,1,1,,2,1,1,1,34,1,34007,007_804,3400726760,34007608404,22610,40,25,1,10,3,10,4,10,,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
79,103087,1,10308701,197.4337306,229.0493936,6,4,2,1.12,6.72,4.48,2.24,1,10,988,6,0,1,1,,2,2,1,1,34,1,34015,015_904,3401526340,34015501404,24610,50,25,1,8,9,,9,,2,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,6,1,10,,
80,103087,2,10308702,197.4337306,311.0043838,7,7,0,1.12,7.84,7.84,0,2,10,988,5,1,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,6,1,,,
81,103105,1,10310501,330.8960671,447.9930051,2,2,0,1.12,2.24,2.24,0,1,7,988,5,0,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101000402,99,50,15,3,10,8,10,6,8,0,2,,1,8,1,2,3,4,5,,,3,,,,,,,,,,,,,,,8,9,,,
82,103105,2,10310502,330.8960671,216.6642869,2,2,0,1.12,2.24,2.24,0,2,7,988,2,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
83,103105,3,10310503,330.8960671,736.5261731,0,0,0,1.12,0,0,0,2,1,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,6,34,1,34007,007_804,3400726760,34007611300,22617,5,,,0,,,,
84,103105,4,10310504,330.8960671,781.5368049,0,0,0,1.12,0,0,0,1,1,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
85,103105,5,10310505,330.8960671,781.5368049,0,0,0,1.12,0,0,0,1,1,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
86,103132,1,10313201,255.6560947,273.0726121,9,9,0,1.15,10.35,10.35,0,1,8,988,5,0,1,1,,2,1,1,1,34,2,34029,,3402943140,34029739100,55505,40,33,1,10,2,10,4,5,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
87,103132,2,10313202,255.6560947,160.8348757,9,9,0,1.15,10.35,10.35,0,2,8,988,6,1,1,1,,2,1,1,1,34,1,34007,007_802,3400776220,34007607504,22249,35,25,1,10,5,10,4,10,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
88,103132,3,10313203,255.6560947,425.3086274,3,3,0,1.15,3.45,3.45,0,2,3,988,1,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,6,34,1,34007,007_805,3400781740,34007609103,22836,,,,0,,,,
89,103846,1,10384601,210.4325346,85.27867211,3,3,0,1.17,3.51,3.51,0,2,10,988,3,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
90,103846,2,10384602,210.4325346,85.27867211,5,5,0,1.17,5.85,5.85,0,1,11,988,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
91,103923,1,10392301,251.5454015,1059.435033,3,3,0,1.13,3.39,3.39,0,2,8,1,6,0,1,1,,2,1,1,1,34,1,34007,007_805,3400781740,34007609205,22819,40,29,1,10,9,,9,,0,3,,2,,2,3,4,5,,,,3,,,,,,,,,,,,,,,0,,,,
92,103923,2,10392302,251.5454015,85.27867211,4,4,0,1.13,4.52,4.52,0,1,9,1,5,1,1,1,,2,1,1,1,34,1,34005,005_702,3400549020,34005702910,20274,35,99,1,10,2,2,1,3,0,3,,2,,1,2,3,4,,,,3,,,,,,,,,,,,,,,0,,,,
93,104207,1,10420701,403.2079313,85.27867211,1,1,0,1.12,1.12,1.12,0,1,9,988,2,0,1,1,,2,1,1,1,42,1,42017,017_509,4201705616,42017100211,15628,40,11,1,10,4,10,5,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
94,104207,2,10420702,403.2079313,156.8207599,1,1,0,1.12,1.12,1.12,0,2,8,988,2,8,1,1,,2,1,1,1,42,1,42045,045_203,4204579000,42045400301,4442,32,13,1,10,8,10,8,10,0,3,,8,,1,2,3,4,,,,3,,,,,,,,,,,,,,,0,,,,
95,104207,3,10420703,403.2079313,532.4731039,0,0,0,1.12,0,0,0,1,2,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,6,34,1,34015,015_906,3401524840,34015501704,25011,,,,0,,,,
96,104207,4,10420704,403.2079313,532.4731039,1,1,0,1.12,1.12,1.12,0,1,2,988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,6,34,1,34015,015_906,3401524840,34015501704,25011,,,,0,,,,
97,104212,1,10421201,152.3760332,85.27867211,0,0,0,1.12,0,0,0,1,11,988,3,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,98,,,
98,104212,2,10421202,152.3760332,85.27867211,2,2,0,1.12,2.24,2.24,0,2,9,988,4,8,1,1,,2,1,3,1,34,1,34007,007_804,3400765160,34007607200,22641,35,29,1,10,9,,9,,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
