ID,HH_ID,PERSON_NUM,PERSON_ID,HH_WEIGHT,P_WEIGHT,P_TOT_TRIPS,P_MO_TRIPS,P_NM_TRIPS,GPS_Factor,F_P_TOT_TRIPS,F_P_MO_TRIPS,F_P_NM_TRIPS,GEND,AGECAT,RACE,EDUCA,RELAT,LIC,EMPLY,WK_STAT,SEMPLY,JOBS,WK_LOC,W_GEO_ACC,W_STATE,W_REGION,W_COUNTY,W_CPA,W_MCD,W_TRACT,W_TAZ,HOURS,OCCUP,WK_MODE,WK_MODETMS,ARRV_WRK,ARRV_TMS,LV_WRK,LV_TMS,TCOMM,PARK_SUB,PARK_SUB_AMT,TRAN_SUB,TRAN_SUB_AMT,WDAY_1,WDAY_2,WDAY_3,WDAY_4,WDAY_5,WDAY_6,WDAY_7,STUDE,SCHOL,S_HOME,S_ONLN,S_GEO_ACC,S_STATE,S_REGION,S_COUNTY,S_CPA,S_MCD,S_TRACT,S_TAZ,PRESCH_1,PRESCH_2,PRESCH_3,T_TRIP,PAY_TYPE1,PAY_TYPE2,PAY_TYPE3,TAP
7602,448837,1,44883701,170.0735384,111.0248188,4,4,0,1.17,4.68,4.68,0,1,10,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7603,448837,2,44883702,170.0735384,110.996818,2,2,0,1.17,2.34,2.34,0,2,9,1,4,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7604,448852,1,44885201,156.4450502,85.27867211,2,2,0,1.17,2.34,2.34,0,2,10,1,2,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7605,448852,2,44885202,156.4450502,85.27867211,4,4,0,1.17,4.68,4.68,0,1,10,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7606,449038,1,44903801,77.99373844,86.41631543,4,4,0,1.13,4.52,4.52,0,2,11,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7607,449038,2,44903802,77.99373844,86.41631543,0,0,0,1.13,0,0,0,2,10,1,6,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7608,449075,1,44907501,85.8024196,78.37656816,1,1,0,1.17,1.17,1.17,0,2,10,1,2,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7609,449077,1,44907701,125.9905753,153.4077634,0,0,0,1.12,0,0,0,1,7,1,6,0,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101000402,80,45,13,1,10,9,,9,,0,2,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7610,449077,2,44907702,125.9905753,153.4077634,0,0,0,1.12,0,0,0,1,8,1,6,1,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101012500,135,30,25,5,8,7,8,5,5,1,2,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7611,449138,1,44913801,40.65175876,77.31250438,0,0,0,1.12,0,0,0,2,9,1,4,0,1,1,,2,1,1,1,42,1,42091,091_403,4209154656,42091203902,10421,38,43,5,,,,,,,,,,,1,2,3,4,5,,,2,7,,3,6,42,1,42045,045_206,4204547616,42045408001,5029,,,,0,,,,
7612,449296,1,44929601,221.9642411,89.93332932,2,2,0,1.17,2.34,2.34,0,2,11,1,5,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7613,449347,1,44934701,266.898878,148.7317223,2,2,0,1.13,2.26,2.26,0,2,8,1,6,0,1,1,,2,5,3,1,42,2,42077,,4207779288,42077006905,52003,998,29,1,10,4,10,4,10,2,3,,2,,1,2,,,,,,2,8,,1,6,42,1,42101,101_115,4210160000,42101027500,2618,,,,0,,,,
7614,449347,2,44934702,266.898878,107.7239236,2,2,0,1.13,2.26,2.26,0,1,8,1,2,1,1,1,,2,1,1,1,42,2,42077,,4207781280,42077005200,52009,40,17,1,10,1,10,3,10,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7615,449347,3,44934703,266.898878,108.2537455,0,0,0,1.13,0,0,0,1,5,1,2,2,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,1,6,42,1,42017,017_508,4201754192,42017105203,15406,,,,0,,,,
7616,449347,4,44934704,266.898878,212.2776434,2,2,0,1.13,2.26,2.26,0,1,4,1,1,2,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,6,42,1,42017,017_502,4201754576,42017103700,14208,,,,0,,,,
7617,449396,1,44939601,264.8909442,112.242227,6,0,6,1.17,7.02,0,7.02,1,8,1,5,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,10,1,,,
7618,449406,1,44940601,92.89806703,84.1105802,2,2,0,1.17,2.34,2.34,0,1,11,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7619,449406,2,44940602,92.89806703,82.80074422,0,0,0,1.17,0,0,0,2,10,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7620,449417,1,44941701,106.497994,221.4794582,4,4,0,1.12,4.48,4.48,0,2,9,1,5,0,1,1,,2,1,1,1,42,1,42091,091_410,4209135808,42091200507,11809,40,29,1,10,7,8,7,8,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7621,449417,2,44941702,106.497994,221.4794582,0,0,0,1.12,0,0,0,2,10,1,5,8,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7622,449512,1,44951201,138.3046121,99.43582155,5,5,0,1.17,5.85,5.85,0,2,7,5,6,0,1,1,,2,1,1,1,10,2,10003,,1000393996,10003000602,58022,16,29,1,10,8,10,9,,0,3,,8,,3,4,,,,,,3,,,,1,42,1,42029,029_301,4202953608,42029306504,6011,,,,0,,,,
7623,449567,1,44956701,72.74438062,84.30299267,0,0,0,1.13,0,0,0,2,10,2,3,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,1,,,
7624,449567,2,44956702,72.74438062,186.0940943,1,0,1,1.13,1.13,0,1.13,2,8,2,2,4,2,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7625,449589,1,44958901,269.6564747,890.4472167,2,2,0,1.17,2.34,2.34,0,2,5,1,3,0,1,1,,2,1,1,1,42,1,42017,017_509,4201705616,42017100209,15613,20,35,1,10,9,,9,,0,3,,2,,1,5,6,7,,,,1,7,,1,6,42,1,42101,101_116,4210160000,42101035301,3608,,,,0,,,,
7626,449589,2,44958902,269.6564747,890.4472167,1,1,0,1.17,1.17,1.17,0,2,5,1,3,4,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,1,1,25,4,25025,,,,,,,,0,,,,
7627,449589,3,44958903,269.6564747,890.4472167,2,2,0,1.17,2.34,2.34,0,2,5,1,3,4,1,1,,2,1,1,1,42,1,42017,017_509,4201705616,42017100201,15627,35,35,1,10,9,,9,,0,3,,8,,1,2,3,5,6,7,,1,6,,1,6,42,1,42017,017_508,4201754192,42017105203,15406,,,,0,,,,
7628,449589,4,44958904,269.6564747,1281.796799,2,2,0,1.17,2.34,2.34,0,2,8,1,4,3,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101000100,66,40,11,3,10,5,10,4,10,0,2,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,10,4,,,
7629,449600,1,44960001,216.7152998,79.06394721,5,5,0,1.17,5.85,5.85,0,1,11,1,5,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7630,449600,2,44960002,216.7152998,78.86676816,3,3,0,1.17,3.51,3.51,0,2,11,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7631,449702,1,44970201,80.02412236,92.73558605,4,4,0,1.17,4.68,4.68,0,2,10,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7632,449702,2,44970202,80.02412236,79.60618775,3,3,0,1.17,3.51,3.51,0,1,11,1,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7633,449704,1,44970401,143.4174285,130.7998966,0,0,0,1.12,0,0,0,2,9,1,6,0,1,1,,2,1,1,1,42,1,42101,101_110,4210160000,42101036900,1030,35,43,4,10,8,10,6,7,0,2,,1,1,1,2,3,4,5,,,3,,,,,,,,,,,,,,,12,4,,,
7634,449704,2,44970402,143.4174285,105.9960991,2,2,0,1.12,2.24,2.24,0,1,10,1,6,1,1,1,,2,2,1,1,,,,,,,,15,25,1,10,9,,9,,0,3,,2,,2,4,,,,,,3,,,,,,,,,,,,,,,8,1,,,
7635,449755,1,44975501,151.8308429,79.84383252,4,4,0,1.17,4.68,4.68,0,2,9,1,6,0,1,1,,2,1,1,1,42,1,42029,029_312,4202921696,42029301000,8201,40,25,1,9,4,8,3,6,1,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7636,449755,2,44975502,151.8308429,82.69404642,4,4,0,1.17,4.68,4.68,0,1,9,1,5,1,1,1,,2,1,1,1,42,1,42029,029_313,4202921008,42029301300,8402,37,47,1,10,3,6,2,8,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7637,449769,1,44976901,302.3003829,155.9900913,4,2,2,1.12,4.48,2.24,2.24,1,8,1,5,0,1,1,,2,1,3,1,42,1,42101,101_103,4210160000,42101000402,97,50,13,1,10,9,,9,,0,2,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,10,9,,,
7638,449769,2,44976902,302.3003829,161.6451767,2,2,0,1.12,2.24,2.24,0,2,8,1,5,1,1,1,,2,1,3,1,34,1,34005,005_701,3400512940,34005700303,20037,6,43,1,10,9,,9,,0,8,,8,,3,5,,,,,,3,,,,,,,,,,,,,,,0,,,,
7639,449769,3,44976903,302.3003829,114.3789069,4,3,1,1.12,4.48,3.36,1.12,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,6,34,1,34005,005_704,3400569990,34005702400,20650,,,,,,,,
7640,449769,4,44976904,302.3003829,224.4789745,0,0,0,1.12,0,0,0,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,42,1,42017,017_502,4201773016,42017103400,14214,,,,,,,,
7641,449769,5,44976905,302.3003829,114.3789069,4,4,0,1.12,4.48,4.48,0,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,6,34,1,34005,005_704,3400569990,34005702400,20650,,,,,,,,
7648,449998,1,44999801,122.1311791,87.0434974,5,5,0,1.17,5.85,5.85,0,1,10,1,3,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7649,449998,2,44999802,122.1311791,79.52339263,5,5,0,1.17,5.85,5.85,0,2,10,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7650,450004,1,45000401,94.4311453,79.9555954,0,0,0,1.17,0,0,0,2,10,1,5,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7651,450089,1,45008901,69.88592262,130.4828456,4,4,0,1.13,4.52,4.52,0,2,8,2,5,0,1,1,,1,1,1,1,42,1,42101,101_116,4210160000,42101036302,3622,40,11,1,10,8,10,8,10,0,3,,1,8,3,4,,,,,,3,,,,,,,,,,,,,,,0,,,,
7652,450090,1,45009001,85.01081176,81.6560099,9,2,7,1.15,10.35,2.3,8.05,1,10,1,6,0,1,1,,1,1,1,1,42,1,42101,101_103,4210160000,42101000401,102,50,23,3,10,7,9,6,7,0,2,,1,9,1,2,3,4,5,,,3,,,,,,,,,,,,,,,10,1,,,
7653,450090,2,45009002,85.01081176,79.57758027,4,4,0,1.15,4.6,4.6,0,2,10,1,6,1,1,1,,2,1,1,1,42,1,42091,091_402,4209179136,42091205903,10206,40,25,1,10,8,9,2,6,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7654,450135,1,45013501,146.4007833,92.5525697,4,4,0,1.12,4.48,4.48,0,1,9,1,6,0,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7655,450135,2,45013502,146.4007833,100.5967896,2,1,1,1.12,2.24,1.12,1.12,2,9,1,6,1,1,1,,2,1,1,1,42,1,42101,101_112,4210160000,42101003600,825,40,25,1,5,4,10,4,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,6,1,,,
7656,450238,1,45023801,58.49587084,92.45700687,4,0,4,1.15,4.6,0,4.6,2,9,1,6,0,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101000300,114,50,11,4,10,7,8,6,7,2,1,8,1,8,1,2,3,4,5,,,3,,,,,,,,,,,,,,,14,1,,,
7659,450274,1,45027401,80.70159944,84.50299533,0,0,0,1.12,0,0,0,1,9,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7660,450274,2,45027402,80.70159944,80.30782075,8,8,0,1.12,8.96,8.96,0,2,9,1,6,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7661,450274,3,45027403,80.70159944,122.4974171,0,0,0,1.12,0,0,0,1,6,1,5,2,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7662,450374,1,45037401,189.4324718,888.6467431,2,2,0,1.12,2.24,2.24,0,2,8,1,3,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7663,450374,2,45037402,189.4324718,1346.637605,4,4,0,1.12,4.48,4.48,0,1,8,1,3,1,1,1,,2,1,3,1,42,1,42017,017_509,4201705616,42017100201,15627,50,51,1,10,2,10,4,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7664,450374,3,45037403,189.4324718,1373.355746,3,3,0,1.12,3.36,3.36,0,1,5,1,3,2,1,1,,2,1,1,1,42,1,42017,017_505,4201709816,42017104503,14807,40,37,1,10,6,10,9,,0,3,,2,,1,2,3,4,,,,3,,,,,,,,,,,,,,,0,,,,
7665,450374,4,45037404,189.4324718,252.6832336,2,2,0,1.12,2.24,2.24,0,1,5,1,2,2,2,1,,2,1,1,1,42,1,42017,017_504,4201719784,42017104703,14611,32,35,2,10,9,,9,,0,3,,8,,1,3,4,5,6,,,3,,,,,,,,,,,,,,,0,,,,
7666,450428,1,45042801,166.8524982,81.99871517,2,2,0,1.17,2.34,2.34,0,1,8,1,2,0,1,1,,2,1,1,1,42,1,42029,029_312,4202960120,42029300700,8210,42,53,1,10,4,10,2,10,0,2,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7667,450428,2,45042802,166.8524982,87.43868462,4,3,1,1.17,4.68,3.51,1.17,1,5,1,1,2,1,1,,2,1,1,1,42,1,42029,029_312,4202968288,42029300502,8217,22,35,1,10,9,,9,,0,3,,2,,1,2,3,6,,,,1,4,2,,6,42,1,42029,029_312,4202960120,42029300900,8207,,,,0,,,,
7668,450428,3,45042803,166.8524982,108.9510661,0,0,0,1.17,0,0,0,2,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,6,42,1,42029,029_312,4202960120,42029300900,8207,,,,0,,,,
7669,450522,1,45052201,796.9035543,864.6112982,4,4,0,1.15,4.6,4.6,0,2,7,1,6,0,1,1,,2,1,1,1,34,1,34005,005_704,3400557510,34005704801,20647,43,11,1,10,7,10,4,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7670,450522,2,45052202,796.9035543,530.3246027,5,5,0,1.15,5.75,5.75,0,1,8,1,3,1,1,1,,2,1,1,1,34,1,34005,005_704,3400557510,34005704801,20647,40,33,1,10,7,10,5,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7671,450522,3,45052203,796.9035543,1521.356582,2,2,0,1.15,2.3,2.3,0,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
7672,450596,1,45059601,124.777043,158.0691864,6,2,4,1.15,6.9,2.3,4.6,2,8,1,6,0,1,1,,2,1,1,1,42,1,42101,101_110,4210160000,42101036900,1030,50,23,5,7,7,8,8,9,0,2,,1,8,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7673,450596,2,45059602,124.777043,286.6454982,5,1,4,1.15,5.75,1.15,4.6,1,6,2,5,2,1,1,,2,1,1,1,42,1,42045,045_203,4204586968,42045402100,4466,40,11,1,10,5,10,4,8,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7674,450596,3,45059603,124.777043,162.0470014,5,1,4,1.15,5.75,1.15,4.6,2,4,100,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,6,42,1,42101,101_115,4210160000,42101027902,2617,,,,14,7,,,
7675,450642,1,45064201,78.8025846,88.08264719,7,7,0,1.12,7.84,7.84,0,2,10,1,5,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7676,450642,2,45064202,78.8025846,99.70160211,6,6,0,1.12,6.72,6.72,0,1,10,1,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7677,450688,1,45068801,73.83368902,89.93332932,8,8,0,1.17,9.36,9.36,0,2,10,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,34,1,34021,021_602,3402129310,34021002902,18236,,,,0,,,,
7678,450717,1,45071701,91.92669207,83.12977587,3,3,0,1.17,3.51,3.51,0,1,9,1,5,0,1,1,,2,1,1,1,42,1,42029,029_306,4202983080,42029302706,7029,40,43,1,10,7,10,5,10,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7679,450717,2,45071702,91.92669207,78.99091336,9,8,1,1.17,10.53,9.36,1.17,2,10,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7680,450812,1,45081201,222.676192,2366.569424,0,0,0,1.17,0,0,0,2,9,3,3,0,1,1,,1,5,2,1,42,1,42091,091_403,4209154656,42091203804,10425,30,13,,,,,,,,,,,,1,2,3,4,,,,3,,,,,,,,,,,,,,,0,,,,
7681,450859,1,45085901,122.0612349,100.3989554,3,3,0,1.15,3.45,3.45,0,1,10,1,5,0,1,1,,2,1,1,1,34,1,34015,015_901,3401578800,34015500204,24033,50,15,1,10,6,10,7,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7682,450859,2,45085902,122.0612349,572.4944801,0,0,0,1.15,0,0,0,2,8,1,4,1,1,1,,1,1,2,1,42,1,42045,045_202,4204575648,42045407600,4247,6,35,,,,,,,,,,,,7,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7683,450859,3,45085903,122.0612349,624.7823989,0,0,0,1.15,0,0,0,2,5,1,5,2,1,1,,2,1,1,99,,,,,,,,40,27,1,10,6,10,5,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7684,450932,1,45093201,125.7413965,79.23991924,3,3,0,1.17,3.51,3.51,0,1,9,1,4,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7685,450950,1,45095001,103.3586936,83.67315467,0,0,0,1.12,0,0,0,2,9,1,6,0,1,1,,2,1,2,1,42,1,42045,045_204,4204512442,42045410200,4607,45,15,,,,,,,,,,,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7686,451036,1,45103601,145.6484642,82.82372918,2,2,0,1.12,2.24,2.24,0,1,9,1,2,0,1,1,,2,1,1,1,42,1,42017,017_509,4201705616,42017100201,15627,46,11,1,10,9,,9,,0,3,,8,,1,2,4,,,,,3,,,,,,,,,,,,,,,0,,,,
7687,451036,2,45103602,145.6484642,82.7255278,2,2,0,1.12,2.24,2.24,0,2,9,1,2,1,1,1,,2,1,1,1,42,1,42017,017_509,4201745112,42017101405,15632,45,43,1,10,6,10,7,10,0,3,,8,,1,2,3,4,,,,3,,,,,,,,,,,,,,,0,,,,
7688,451053,1,45105301,114.389433,84.59477782,8,8,0,1.13,9.04,9.04,0,2,9,1,6,0,1,1,,1,1,8,1,42,1,42045,045_206,4204533144,42045408300,5020,50,31,1,10,9,,8,8,0,3,,1,2,1,2,3,4,5,6,,3,,,,,,,,,,,,,,,0,,,,
7689,451053,2,45105302,114.389433,93.37332465,2,2,0,1.13,2.26,2.26,0,1,9,1,6,1,1,1,,1,98,2,1,42,1,42091,091_401,4209144976,42091205503,10001,25,25,,,,,,,,,,,,1,3,4,,,,,3,,,,,,,,,,,,,,,0,,,,
7690,451065,1,45106501,45.61014254,82.70096175,6,6,0,1.15,6.9,6.9,0,1,10,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7691,451065,2,45106502,45.61014254,82.67602502,6,6,0,1.15,6.9,6.9,0,2,10,1,6,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7692,451071,1,45107101,137.3903454,84.12513622,6,6,0,1.13,6.78,6.78,0,1,11,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7693,451071,2,45107102,137.3903454,80.44674363,3,3,0,1.13,3.39,3.39,0,2,10,5,6,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7694,451174,1,45117401,159.4906584,130.7998966,4,0,4,1.12,4.48,0,4.48,2,9,1,5,0,1,1,,2,1,2,1,42,1,42101,101_103,4210160000,42101001201,31,22,41,,,,,,,,,,,,1,4,5,,,,,3,,,,,,,,,,,,,,,6,1,,,
7695,451174,2,45117402,159.4906584,105.9960991,4,0,4,1.12,4.48,0,4.48,1,10,1,6,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,10,4,,,
7696,451195,1,45119501,178.0414447,110.469355,4,4,0,1.12,4.48,4.48,0,2,8,1,3,0,1,1,,1,3,1,1,42,1,42029,029_307,4202979480,42029304404,7222,20,43,1,10,9,,9,,0,3,,8,,2,4,6,,,,,2,6,,2,6,42,1,42029,029_307,4202919752,42029304101,7202,,,,0,,,,
7697,451195,2,45119502,178.0414447,92.38004812,2,2,0,1.12,2.24,2.24,0,1,8,1,5,1,1,1,,2,2,1,1,42,1,42029,029_310,4202922056,42029302101,7815,50,13,1,10,7,5,5,10,2,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7698,451195,3,45119503,178.0414447,83.25980426,2,2,0,1.12,2.24,2.24,0,1,5,1,2,2,2,1,,1,1,1,1,42,1,42091,091_405,4209171016,42091206704,10812,10,25,9,,9,,9,,0,9,,8,,4,,,,,,,1,6,,2,6,42,1,42029,029_307,4202919752,42029304101,7202,,,,0,,,,
7699,451195,4,45119504,178.0414447,94.29231388,0,0,0,1.12,0,0,0,2,4,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,,6,42,1,42029,029_307,4202919752,42029304101,7202,,,,0,,,,
7700,451195,5,45119505,178.0414447,79.69004823,0,0,0,1.12,0,0,0,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,6,42,1,42029,029_307,4202919752,42029304101,7202,,,,,,,,
7701,451426,1,45142601,86.49048474,208.7117804,5,5,0,1.17,5.85,5.85,0,1,10,2,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7702,451426,2,45142602,86.49048474,73.81519135,0,0,0,1.17,0,0,0,2,10,2,6,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
7707,451649,1,45164901,155.746876,82.85260003,7,2,5,1.13,7.91,2.26,5.65,1,10,1,6,0,1,1,,1,1,1,1,42,1,42017,017_511,4201751144,42017105704,16043,60,23,6,10,5,10,7,9,0,3,,2,,1,2,3,4,,,,98,,,,,,,,,,,,,,,0,,,,
7708,451653,1,45165301,60.6356862,79.73567955,7,7,0,1.12,7.84,7.84,0,2,9,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,10,,,
7709,451728,1,45172801,344.3826828,491.342518,2,2,0,1.15,2.3,2.3,0,2,7,1,6,0,1,1,,2,1,1,1,42,1,42101,101_101,4210160000,42101038300,1431,40,25,1,10,9,,9,,0,9,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7710,451728,2,45172802,344.3826828,650.9436897,3,3,0,1.15,3.45,3.45,0,1,8,1,5,4,1,1,,2,1,1,1,10,2,10003,,1000390148,10003011000,58004,40,43,1,10,7,8,6,7,2,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,2,1,,,
7711,451728,3,45172803,344.3826828,650.9436897,3,3,0,1.15,3.45,3.45,0,1,7,1,5,1,1,1,,2,1,1,1,42,1,42045,045_203,4204579000,42045401200,4441,40,43,1,10,7,10,6,10,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
7712,451728,4,45172804,344.3826828,769.0069211,5,5,0,1.15,5.75,5.75,0,2,7,1,3,4,1,1,,2,1,1,1,42,1,42045,045_206,4204563264,42045409803,5054,32,11,1,10,6,7,4,7,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,2,1,,,
7713,451728,5,45172805,344.3826828,1244.363027,2,1,1,1.15,2.3,1.15,1.15,2,4,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,1,42,1,42045,045_203,4204579000,42045400700,4451,,,,0,,,,
7714,451728,6,45172806,344.3826828,308.0999584,2,1,1,1.15,2.3,1.15,1.15,1,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,1,42,1,42045,045_203,4204579000,42045400700,4451,,,,0,,,,
