ID,HH_ID,HH_WEIGHT,HH_GEO_ACC,H_STATE,H_COUNTY,H_CPA,H_MCD,H_TRACT,H_TAZ,A_TYPE,HH_TOT_TRIPS,HH_MO_TRIPS,HH_NM_TRIPS,GPS_Factor,F_HH_TOT_TRIPS,F_HH_MO_TRIPS,F_HH_NM_TRIPS,HH_SIZE,HH_WORK,TOT_VEH,OP_VEH,VEH_OUT,TOT_BIKE,TOLL_ACCNT,CAR_SHARE,RES_TYPE,INCOME,TRAV_DATE,TRAV_DOW,HOLIDAY,HOL_TYPE,OV_SAMPLE,STUDY,RECRUIT,RETRIEVE,R_LANG,SURV_LANG
5487,607401,164.0964778,1,42,42029,029_312,4202921696,42029301000,8201,5,8,8,0,1.15,9.2,9.2,0,4,4,5,5,5,2,1,2,1,9,2/6/2013,3,,0,0,2,1,3,1,1
5488,607431,64.97469235,1,42,42029,029_307,4202920864,42029304300,7205,5,2,2,0,1.17,2.34,2.34,0,2,0,2,2,6,0,2,2,1,5,2/4/2013,1,,0,0,2,1,3,1,1
5489,607490,215.5579412,1,34,34005,005_701,3400506670,34005701700,20009,4,3,3,0,1.17,3.51,3.51,0,2,1,2,2,14,1,1,2,2,4,1/31/2013,4,,0,1,2,1,3,1,1
5490,607608,238.3578137,1,42,42045,045_204,4204515488,42045410302,4611,5,11,11,0,1.12,12.32,12.32,0,3,2,2,1,12,0,1,2,1,6,1/29/2013,2,,0,0,2,1,3,1,1
5492,607634,85.65057604,1,42,42091,091_401,4209144976,42091204900,10033,4,5,5,0,1.15,5.75,5.75,0,2,2,2,2,15,2,1,1,1,9,2/6/2013,3,,0,0,2,1,3,1,1
5493,607692,345.5485017,1,42,42101,101_110,4210160000,42101008601,1027,3,5,4,1,1.17,5.85,4.68,1.17,1,1,1,1,9000,0,1,1,4,4,8/14/2013,3,,0,1,2,2,2,1,1
5494,607757,113.5197008,1,42,42029,029_306,4202983080,42029302705,7031,4,10,10,0,1.13,11.3,11.3,0,2,2,2,2,5,0,1,1,1,99,2/1/2013,5,,0,0,2,1,3,1,1
5495,607819,314.3482089,1,34,34005,005_702,3400522110,34005704008,20209,5,10,10,0,1.15,11.5,11.5,0,4,2,2,2,1,1,2,2,1,9,2/5/2013,2,,0,0,2,1,3,1,1
5496,607847,287.21558,1,42,42101,101_118,4210160000,42101033702,2819,3,0,0,0,1.17,0,0,0,1,0,1,1,20,1,1,2,3,2,2/4/2013,1,,0,0,2,1,3,1,1
5497,607908,184.0851854,1,42,42045,045_206,4204533144,42045408300,5021,3,13,11,2,1.15,14.95,12.65,2.3,3,2,2,2,10,4,1,1,1,9,2/1/2013,5,,0,0,2,1,3,1,1
5498,607925,166.5139459,1,42,42029,029_311,4202977344,42029300103,8009,4,2,2,0,1.17,2.34,2.34,0,3,2,3,3,14,6,2,2,2,5,1/30/2013,3,,0,1,2,1,2,1,1
5499,607989,115.397601,1,42,42045,045_202,4204575648,42045407600,4251,4,21,10,11,1.15,24.15,11.5,12.65,5,1,2,2,25,3,1,2,1,8,4/12/2013,5,,0,0,2,1,3,1,1
5500,608036,482.4406172,1,42,42101,101_103,4210160000,42101000200,108,2,4,0,4,1.17,4.68,0,4.68,1,0,0,0,,0,2,2,5,1,7/8/2013,1,,0,0,2,2,3,1,1
5501,608087,194.8378228,1,42,42045,045_204,4204576576,42045410100,4623,5,21,19,2,1.15,24.15,21.85,2.3,5,3,3,3,10,2,1,2,1,9,2/6/2013,3,,0,0,2,1,2,1,1
5502,608165,66.89625544,1,42,42101,101_103,4210160000,42101001300,9,3,5,0,5,1.15,5.75,0,5.75,2,2,1,1,20,2,2,2,2,8,6/4/2013,2,,0,0,2,2,2,1,1
5503,608222,61.69554102,1,42,42045,045_204,4204515488,42045410301,4615,5,3,3,0,1.12,3.36,3.36,0,1,0,1,1,4,0,1,2,1,6,2/4/2013,1,,0,0,2,1,3,1,1
5504,608285,105.7562182,1,42,42017,017_508,4201754192,42017105207,15411,5,6,4,2,1.17,7.02,4.68,2.34,1,0,1,1,5,0,1,2,2,5,1/29/2013,2,,0,0,2,1,3,1,1
5505,608336,245.212388,1,42,42029,029_310,4202946792,42029300400,7819,4,7,5,2,1.12,7.84,5.6,2.24,2,2,2,2,9000,2,1,2,1,7,7/30/2013,2,,0,1,2,2,2,1,1
5506,608367,103.8892515,1,42,42091,091_411,4209179008,42091201408,12024,4,4,4,0,1.12,4.48,4.48,0,2,2,2,2,10,2,1,2,1,7,1/31/2013,4,,0,0,2,1,2,1,1
5507,608407,177.326896,1,34,34005,005_702,3400522110,34005704009,20206,5,29,16,13,1.12,32.48,17.92,14.56,3,2,3,3,25,2,2,2,1,6,2/8/2013,5,,0,0,2,1,3,1,1
5508,608534,129.756389,1,34,34021,021_602,3402129310,34021003001,18202,5,4,4,0,1.15,4.6,4.6,0,2,2,3,3,30,2,1,2,1,8,1/29/2013,2,,0,0,2,1,3,1,1
5509,608554,68.93067243,1,42,42091,091_404,4209179256,42091206106,10626,4,4,2,2,1.15,4.6,2.3,2.3,2,2,3,3,10,0,1,2,1,8,4/10/2013,3,,0,0,2,1,3,1,1
5510,608598,165.0079871,1,34,34005,005_701,3400555800,34005700103,20071,4,3,3,0,1.12,3.36,3.36,0,2,1,2,2,1000,1,1,2,2,6,2/8/2013,5,,0,1,2,1,3,1,1
5511,608635,293.3707508,1,42,42101,101_101,4210160000,42101019502,1417,3,6,2,4,1.17,7.02,2.34,4.68,1,1,0,0,,0,2,2,2,3,1/30/2013,3,,0,1,2,1,3,1,1
5512,608647,124.8291333,1,42,42029,029_302,4202953816,42029306900,6217,5,5,5,0,1.12,5.6,5.6,0,3,3,3,3,10,1,1,2,1,7,2/1/2013,5,,0,0,2,1,2,1,1
5513,608666,341.4426566,1,42,42091,091_412,4209100156,42091201703,12218,4,7,1,6,1.17,8.19,1.17,7.02,2,1,0,0,,1,1,2,1,3,1/31/2013,4,,0,0,2,1,3,1,1
5514,608849,140.9845457,1,42,42045,045_205,4204549136,42045407202,4813,4,4,4,0,1.17,4.68,4.68,0,1,1,1,1,20,1,2,1,1,2,2/1/2013,5,,0,0,2,1,3,1,1
5515,608916,276.8804922,1,34,34005,005_704,3400557510,34005702207,20637,5,24,24,0,1.17,28.08,28.08,0,5,1,2,2,32,2,1,2,1,5,2/8/2013,5,,0,0,2,1,2,1,1
5516,608993,194.6042934,1,42,42091,091_413,4209161664,42091204009,12413,4,3,3,0,1.17,3.51,3.51,0,1,0,1,1,9000,0,1,2,5,1,2/4/2013,1,,0,0,2,1,1,1,1
5517,609074,348.5905591,1,34,34021,021_601,3402174000,34021001200,18034,4,11,11,0,1.17,12.87,12.87,0,2,1,3,1,30,1,2,2,1,5,2/13/2013,3,,0,0,2,1,3,1,1
5518,609111,721.4781777,1,42,42017,017_501,4201764536,42017106401,14022,5,8,8,0,1.17,9.36,9.36,0,3,2,2,2,20,2,2,2,1,5,6/28/2013,5,,0,0,2,2,2,1,1
5519,609152,100.7127888,1,34,34021,021_603,3402119780,34021004407,18408,4,7,7,0,1.15,8.05,8.05,0,2,1,2,2,4,0,1,2,1,9,2/8/2013,5,,0,0,2,1,3,1,1
5521,609208,150.9381274,1,42,42091,091_408,4209145096,42091207001,11417,5,2,2,0,1.17,2.34,2.34,0,1,1,1,1,3,2,2,2,1,2,1/28/2013,1,,0,0,2,1,3,1,1
5522,609210,199.7312102,1,42,42091,091_411,4209102264,42091201301,12002,4,8,8,0,1.12,8.96,8.96,0,4,2,2,2,30,2,1,2,1,6,2/14/2013,4,,0,1,2,1,2,1,1
5523,609213,258.6952262,1,42,42017,017_501,4201763048,42017103102,14016,4,8,4,4,1.17,9.36,4.68,4.68,5,2,3,3,32,4,1,2,1,5,2/4/2013,1,,0,0,2,1,1,1,1
5524,609297,170.4492158,1,34,34007,007_802,3400712280,34007603501,22214,4,10,8,2,1.15,11.5,9.2,2.3,3,2,2,2,30,0,1,2,2,8,2/7/2013,4,,0,0,2,1,2,1,1
5526,609539,262.8984568,1,42,42091,091_403,4209154656,42091203804,10425,3,11,9,2,1.17,12.87,10.53,2.34,3,2,2,2,40,1,1,2,2,4,1/29/2013,2,,0,1,2,1,3,1,1
5527,609812,247.6547545,1,42,42101,101_115,4210160000,42101026400,2635,3,2,2,0,1.17,2.34,2.34,0,1,0,1,1,9000,0,2,1,2,3,2/6/2013,3,,0,0,2,1,3,1,1
5528,609831,144.3920539,1,42,42017,017_502,4201773016,42017103400,14211,6,8,8,0,1.12,8.96,8.96,0,3,2,3,3,10,1,1,2,1,6,2/7/2013,4,,0,0,2,1,3,1,1
5529,609882,274.1580544,1,42,42045,045_202,4204564800,42045410602,4225,4,26,26,0,1.12,29.12,29.12,0,4,2,2,2,30,2,2,2,1,6,2/14/2013,4,,0,0,2,1,2,1,1
5530,609938,486.3747356,1,42,42101,101_104,4210160000,42101031501,3021,3,3,3,0,1.17,3.51,3.51,0,5,2,2,2,100,2,2,2,2,5,1/28/2013,1,,0,0,2,1,2,1,1
5531,609940,194.933167,1,42,42017,017_511,4201725112,42017105812,16003,4,21,21,0,1.15,24.15,24.15,0,5,2,2,2,20,3,1,2,1,8,4/8/2013,1,,0,1,2,1,2,1,1
5532,609948,447.5030735,1,42,42045,045_201,4204558176,42045406100,4041,4,20,12,8,1.17,23.4,14.04,9.36,4,2,1,1,25,2,2,2,1,3,2/1/2013,5,,0,0,2,1,3,1,1
5533,610017,97.97070245,1,42,42017,017_510,4201749120,42017100900,15813,4,5,5,0,1.12,5.6,5.6,0,2,1,2,2,50,0,1,2,1,7,2/6/2013,3,,0,0,2,1,3,1,1
5534,610026,93.6806025,1,42,42091,091_409,4209141432,42091200903,11614,3,5,5,0,1.13,5.65,5.65,0,2,0,2,2,3,0,1,2,1,99,4/9/2013,2,,0,1,2,1,3,1,1
5535,610046,120.9207339,1,42,42091,091_402,4209108568,42091205700,10201,4,2,2,0,1.17,2.34,2.34,0,1,1,1,1,70,1,2,2,2,5,4/19/2013,5,,0,1,2,1,3,1,1
5536,610058,122.2808044,1,42,42017,017_507,4201779296,42017101505,15225,4,0,0,0,1.17,0,0,0,2,1,2,2,2,0,1,2,1,5,2/1/2013,5,,0,0,2,1,3,1,1
5537,610080,134.643352,1,42,42091,091_404,4209179256,42091206102,10621,5,10,10,0,1.15,11.5,11.5,0,4,2,2,1,32,0,2,2,1,8,1/29/2013,2,,0,0,2,1,3,1,1
5538,610109,241.2461378,1,34,34021,021_605,3402139510,34021003301,18831,4,12,12,0,1.15,13.8,13.8,0,5,4,5,4,25,3,1,2,1,8,1/29/2013,2,,0,0,2,1,3,1,1
5539,610144,109.6453115,1,34,34015,015_901,3401582120,34015501002,24038,4,6,6,0,1.12,6.72,6.72,0,2,0,2,2,10,0,2,2,1,6,2/1/2013,5,,0,1,2,1,3,1,1
5540,610246,43.12272041,1,34,34021,021_602,3402129310,34021002904,18240,4,5,5,0,1.12,5.6,5.6,0,1,0,1,1,10,0,2,2,1,6,1/31/2013,4,,0,0,2,1,3,1,1
5541,610251,336.2167903,1,42,42045,045_202,4204576792,42045403701,4257,4,5,5,0,1.12,5.6,5.6,0,4,2,3,3,15,2,1,2,1,6,2/8/2013,5,,0,0,2,1,3,1,1
5542,610453,152.2986917,1,42,42101,101_108,4210160000,42101021700,3215,4,5,0,5,1.17,5.85,0,5.85,1,0,1,1,20,0,2,2,5,4,1/30/2013,3,,0,0,2,1,3,1,1
5543,610524,367.1369723,1,42,42091,091_412,4209112968,42091202302,12236,4,5,5,0,1.12,5.6,5.6,0,1,1,1,1,5,0,1,2,1,6,6/18/2013,2,,0,0,2,2,2,1,1
5544,610594,80.23403736,1,34,34007,007_803,3400728740,34007611700,22415,4,2,2,0,1.17,2.34,2.34,0,1,0,1,1,32,0,1,2,1,5,1/28/2013,1,,0,0,2,1,3,1,1
5545,610612,210.2757012,1,42,42101,101_115,4210160000,42101027600,2622,3,3,3,0,1.17,3.51,3.51,0,1,0,1,1,32,0,2,2,1,3,1/28/2013,1,,0,0,2,1,2,1,1
5546,610683,92.11534737,1,34,34021,021_605,3402122185,34021003601,18802,4,8,8,0,1.12,8.96,8.96,0,2,1,2,1,32,1,1,2,1,7,2/14/2013,4,,0,0,2,1,2,1,1
5547,610781,288.5342651,1,42,42045,045_206,4204533144,42045408700,5015,4,16,16,0,1.17,18.72,18.72,0,3,1,4,4,4,3,1,2,1,5,2/12/2013,2,,0,0,2,1,2,1,1
5548,610855,937.2889212,1,34,34021,021_601,3402174000,34021000600,18012,3,13,11,2,1.17,15.21,12.87,2.34,3,1,1,1,20,2,2,2,2,5,4/10/2013,3,,0,1,2,1,3,1,1
5549,610867,168.2116563,1,42,42045,045_203,4204579000,42045400700,4451,3,0,0,0,1.17,0,0,0,1,0,1,1,9000,0,2,2,5,5,4/9/2013,2,,0,1,2,1,3,1,1
5550,610878,85.65057604,1,42,42091,091_401,4209144976,42091204600,10016,4,5,5,0,1.15,5.75,5.75,0,2,2,2,2,15,2,1,1,1,10,4/10/2013,3,,0,0,2,1,3,1,1
5551,610916,86.29173343,1,34,34021,021_604,3402180240,34021004304,18623,5,2,2,0,1.17,2.34,2.34,0,1,0,1,1,10,0,1,2,1,4,1/31/2013,4,,0,0,2,1,1,1,1
5552,610980,194.0112259,1,42,42017,017_511,4201751144,42017105704,16041,4,0,0,0,1.17,0,0,0,3,1,2,2,10,0,2,2,1,5,1/28/2013,1,,0,1,2,1,2,1,1
5553,610996,214.4659929,1,42,42017,017_504,4201712504,42017101900,14602,4,10,10,0,1.12,11.2,11.2,0,4,2,3,3,5,0,1,2,1,6,2/6/2013,3,,0,0,2,1,3,1,1
5554,611015,208.6676936,1,34,34005,005_702,3400549020,34005702910,20274,5,8,8,0,1.13,9.04,9.04,0,3,1,2,2,6,3,1,1,1,99,4/10/2013,3,,0,0,2,1,3,1,1
5555,611238,384.6068367,1,42,42101,101_108,4210160000,42101021300,3210,3,6,6,0,1.17,7.02,7.02,0,3,2,2,2,20,0,1,2,2,4,6/17/2013,1,,0,0,2,2,2,1,1
5556,611286,74.38225674,1,42,42045,045_204,4204515488,42045410302,4611,5,4,4,0,1.17,4.68,4.68,0,2,0,2,2,2,2,1,1,1,5,1/31/2013,4,,0,0,2,1,2,1,1
5557,611387,187.3949517,1,42,42091,091_409,4209141432,42091200907,11617,4,20,7,13,1.12,22.4,7.84,14.56,3,1,2,2,100,3,1,2,2,6,1/30/2013,3,,0,1,2,1,2,1,1
5558,611390,220.5133655,1,42,42091,091_401,4209144976,42091204500,10006,4,11,7,4,1.12,12.32,7.84,4.48,4,2,1,1,10,3,1,2,1,6,1/28/2013,1,,0,0,2,1,3,1,1
5559,611447,120.6876134,1,42,42091,091_401,4209144976,42091204500,10004,4,16,16,0,1.15,18.4,18.4,0,3,1,2,2,30,2,1,2,1,9,2/4/2013,1,,0,0,2,1,3,1,1
5560,611455,153.3436128,1,42,42091,091_405,4209115192,42091206300,10801,4,0,0,0,1.12,0,0,0,2,1,1,1,2,1,2,2,2,7,1/30/2013,3,,0,0,2,1,2,1,1
5561,611457,89.84290632,1,42,42029,029_310,4202985352,42029300302,7825,5,10,10,0,1.12,11.2,11.2,0,2,2,2,2,12,0,1,1,1,6,2/6/2013,3,,0,0,2,1,2,1,1
5562,611598,477.8018813,1,34,34015,015_901,3401578800,34015500204,24030,4,3,3,0,1.17,3.51,3.51,0,1,1,1,1,9000,2,2,2,4,5,8/2/2013,5,,0,0,2,2,2,1,1
5563,611767,108.9737411,1,34,34005,005_701,3400563660,34005700200,20077,4,6,5,1,1.12,6.72,5.6,1.12,2,1,2,2,20,2,1,2,1,6,1/31/2013,4,,0,0,2,1,3,1,1
5564,611795,101.971942,1,42,42045,045_201,4204503336,42045406902,4004,4,2,2,0,1.12,2.24,2.24,0,2,1,2,2,20,0,1,2,1,7,2/6/2013,3,,0,0,2,1,3,1,1
5565,611834,94.72077527,1,42,42017,017_501,4201763048,42017103101,14017,4,6,6,0,1.13,6.78,6.78,0,2,1,2,2,100,1,2,2,2,99,1/31/2013,4,,0,1,2,1,3,1,1
5566,611868,101.971942,1,42,42045,045_206,4204547616,42045408103,5028,4,5,5,0,1.12,5.6,5.6,0,2,1,2,2,30,2,1,2,1,7,2/6/2013,3,,0,0,2,1,3,1,1
5567,611875,49.46732479,1,42,42029,029_306,4202983080,42029302702,7034,4,2,2,0,1.12,2.24,2.24,0,2,0,2,2,12,0,1,2,1,6,1/31/2013,4,,0,1,2,1,3,1,1
5568,611900,138.4207925,1,42,42091,091_413,4209184624,42091203104,12421,4,22,19,3,1.15,25.3,21.85,3.45,6,1,3,3,5,5,1,1,1,10,2/5/2013,2,,0,0,2,1,2,1,1
5569,611917,58.55761558,1,42,42045,045_202,4204573032,42045407803,4242,4,4,4,0,1.13,4.52,4.52,0,2,0,2,2,20,0,2,2,1,99,2/1/2013,5,,0,0,2,1,3,1,1
5570,612060,599.3750594,1,42,42045,045_201,4204578776,42045406801,4052,4,4,4,0,1.17,4.68,4.68,0,2,2,2,2,9000,0,2,2,5,4,7/25/2013,4,,0,0,2,2,2,1,1
5571,612174,97.34688475,1,42,42091,091_409,4209177152,42091206904,11640,4,3,3,0,1.17,3.51,3.51,0,1,0,1,1,30,0,2,2,1,2,4/8/2013,1,,0,0,2,1,3,1,1
5572,612175,162.4063652,1,42,42101,101_116,4210160000,42101034801,3601,4,4,2,2,1.17,4.68,2.34,2.34,2,0,2,2,10,1,1,2,2,4,1/30/2013,3,,0,0,2,1,3,1,1
5573,612179,547.4942963,1,42,42091,091_412,4209112968,42091202603,12241,4,2,2,0,1.12,2.24,2.24,0,3,1,1,1,9000,1,2,2,2,6,7/29/2013,1,,0,0,2,2,2,1,1
5574,612181,172.6179562,1,42,42091,091_403,4209183696,42091203402,10434,4,7,7,0,1.12,7.84,7.84,0,2,1,1,1,3,5,1,2,1,6,1/31/2013,4,,0,0,2,1,3,1,1
5575,612207,228.7614581,1,42,42017,017_510,4201749120,42017100811,15806,4,26,24,2,1.13,29.38,27.12,2.26,6,2,4,4,50,10,1,2,1,99,2/7/2013,4,,0,1,2,1,2,1,1
5576,612217,107.6472981,1,34,34005,005_701,3400581440,34005702801,20086,4,0,0,0,1.17,0,0,0,1,0,1,1,20,0,2,2,1,5,1/29/2013,2,,0,1,2,1,1,1,1
5577,612245,1048.728606,1,34,34015,015_905,3401530180,34015502002,24808,5,3,3,0,1.17,3.51,3.51,0,2,1,1,1,5,2,2,2,1,3,7/5/2013,5,,0,0,2,2,2,1,1
5578,612302,159.8994346,1,42,42091,091_401,4209144976,42091204702,10022,4,22,19,3,1.12,24.64,21.28,3.36,5,2,3,3,3,2,1,1,1,7,1/30/2013,3,,0,0,2,1,3,1,1
5579,612373,49.46732479,1,42,42029,029_306,4202983080,42029302706,7029,4,8,8,0,1.12,8.96,8.96,0,2,0,2,2,20,2,2,2,1,7,4/8/2013,1,,0,0,2,1,2,1,1
5580,612380,196.4245309,1,34,34007,007_801,3400745510,34007603100,22047,4,2,1,1,1.17,2.34,1.17,1.17,1,0,1,1,9000,0,2,2,5,3,1/29/2013,2,,0,0,2,1,3,1,1
5581,612398,89.91234875,1,34,34021,021_605,3402139510,34021003201,18822,4,12,12,0,1.15,13.8,13.8,0,3,1,2,2,50,1,1,2,1,8,1/31/2013,4,,0,0,2,1,3,1,1
5582,612539,508.8658313,1,42,42101,101_101,4210160000,42101020102,1428,3,6,6,0,1.17,7.02,7.02,0,2,1,1,1,30,2,2,2,2,2,1/28/2013,1,,0,0,2,1,3,1,1
5583,612586,130.1573975,1,34,34007,007_803,3400728740,34007603901,22416,4,7,7,0,1.12,7.84,7.84,0,2,1,2,2,3,2,1,2,1,7,2/5/2013,2,,0,0,2,1,3,1,1
5584,612758,543.8800878,1,42,42101,101_110,4210160000,42101007800,1016,3,2,0,2,1.17,2.34,0,2.34,1,1,0,0,,0,2,2,5,1,8/1/2013,4,,0,1,2,2,2,1,1
5585,612812,118.4036876,1,34,34021,021_605,3402139510,34021003301,18831,4,13,12,1,1.15,14.95,13.8,1.15,3,1,2,2,4,3,1,2,1,8,4/11/2013,4,,0,0,2,1,3,1,1
5586,612829,124.9184848,1,42,42091,091_402,4209182736,42091204200,10228,4,4,4,0,1.13,4.52,4.52,0,2,1,2,2,32,0,1,2,1,99,2/1/2013,5,,0,0,2,1,3,1,1
5587,612855,130.2328057,1,42,42029,029_306,4202983080,42029302705,7031,4,7,7,0,1.12,7.84,7.84,0,3,2,2,2,30,3,2,2,1,6,2/13/2013,3,,0,0,2,1,3,1,1
5588,612869,106.5058998,1,42,42045,045_203,4204579000,42045400302,4439,3,2,1,1,1.17,2.34,1.17,1.17,1,0,1,1,30,1,1,2,1,5,4/12/2013,5,,0,0,2,1,3,1,1
5589,612899,114.3272942,1,34,34007,007_803,3400728740,34007611600,22418,4,4,4,0,1.13,4.52,4.52,0,2,1,2,2,20,1,2,2,1,99,2/4/2013,1,,0,1,2,1,3,1,1
5590,612948,131.6506208,1,42,42029,029_311,4202977344,42029300106,8023,4,6,6,0,1.17,7.02,7.02,0,2,0,1,1,3,0,2,2,2,4,2/7/2013,4,,0,1,2,1,3,1,1
5591,612955,211.9011125,1,42,42101,101_113,4210160000,42101035800,3421,4,6,6,0,1.17,7.02,7.02,0,2,1,2,2,4,1,1,2,5,5,1/31/2013,4,,0,0,2,1,3,1,1
5592,613077,86.24408668,1,42,42029,029_310,4202985352,42029300302,7825,5,7,7,0,1.15,8.05,8.05,0,2,2,3,3,10,1,1,1,1,8,2/13/2013,3,,0,0,2,1,2,1,1
5594,613176,101.7644486,1,34,34005,005_703,3400578200,34005702700,20437,5,5,5,0,1.12,5.6,5.6,0,1,1,5,1,4,4,1,2,1,7,2/13/2013,3,,0,0,2,1,3,1,1
5595,613348,218.3336714,1,34,34007,007_803,3400728740,34007603800,22422,4,3,1,2,1.17,3.51,1.17,2.34,2,1,1,1,8,2,1,2,1,4,2/1/2013,5,,0,0,2,1,3,1,1
5596,613482,273.7225799,1,34,34007,007_801,3400757660,34007610500,22063,4,3,3,0,1.17,3.51,3.51,0,2,0,0,0,,0,2,2,1,1,2/5/2013,2,,0,0,2,1,3,1,1
5597,613546,153.0697989,1,34,34005,005_701,3400517440,34005700602,20045,4,3,3,0,1.17,3.51,3.51,0,1,0,1,1,15,0,1,2,1,2,2/6/2013,3,,0,0,2,1,3,1,1
5598,613585,220.7292562,1,34,34005,005_701,3400512940,34005700306,20035,4,12,8,4,1.17,14.04,9.36,4.68,3,2,4,4,5,2,2,2,1,5,1/29/2013,2,,0,0,2,1,3,1,1
5599,613737,97.73604697,1,42,42091,091_409,4209150640,42091200607,11629,4,4,4,0,1.17,4.68,4.68,0,1,0,1,1,3,0,1,2,2,3,1/30/2013,3,,0,0,2,1,3,1,1
5601,613853,160.1973633,1,42,42091,091_403,4209145080,42091210700,10418,5,22,22,0,1.12,24.64,24.64,0,6,2,3,3,20,4,1,2,1,7,4/15/2013,1,,0,0,2,1,2,1,1
5602,613892,83.28207137,1,42,42045,045_206,4204533144,42045409100,5011,4,3,0,3,1.12,3.36,0,3.36,2,0,2,2,5,0,1,2,1,7,2/1/2013,5,,0,0,2,1,3,1,1
5603,614034,131.0967641,1,34,34005,005_703,3400568610,34005703202,20429,5,7,7,0,1.12,7.84,7.84,0,1,0,1,1,10,0,1,2,2,6,2/7/2013,4,,0,0,2,1,3,1,1
5604,614053,101.4308414,1,42,42017,017_510,4201749120,42017100900,15809,4,4,4,0,1.13,4.52,4.52,0,2,2,3,2,15,2,1,2,1,99,2/7/2013,4,,0,0,2,1,3,1,1
5605,614164,80.81528822,1,42,42091,091_407,4209147592,42091207600,11204,5,0,0,0,1.17,0,0,0,2,0,2,2,2,0,1,2,1,5,1/30/2013,3,,0,0,2,1,1,1,1
5606,614200,205.1010236,1,34,34007,007_802,3400712280,34007603302,22230,4,5,5,0,1.13,5.65,5.65,0,2,1,1,1,15,0,1,2,5,99,2/6/2013,3,,0,0,2,1,3,1,1
5607,614248,162.8549195,1,34,34005,005_702,3400549020,34005702909,20271,4,4,4,0,1.12,4.48,4.48,0,2,2,2,2,9000,0,1,2,2,7,4/17/2013,3,,0,0,2,1,2,1,1
5608,614299,94.04081866,1,42,42101,101_103,4210160000,42101001800,5,3,12,8,4,1.13,13.56,9.04,4.52,2,2,2,2,9000,1,1,2,2,99,1/30/2013,3,,0,1,2,1,3,1,1
5609,614332,108.9737411,1,34,34005,005_701,3400508950,34005701105,20016,4,0,0,0,1.12,0,0,0,2,1,2,2,20,2,2,2,1,6,2/4/2013,1,,0,0,2,1,3,1,1
5611,614397,329.8902293,1,34,34021,021_601,3402174000,34021000500,18009,3,2,1,1,1.17,2.34,1.17,1.17,1,0,0,0,,0,2,2,2,4,1/28/2013,1,,0,1,2,1,3,1,1
5612,614450,241.9823436,1,42,42091,091_407,4209159120,42091208000,11206,4,11,11,0,1.17,12.87,12.87,0,4,2,2,2,15,4,1,2,2,5,1/31/2013,4,,0,0,2,1,2,1,1
5613,614451,676.4519571,1,42,42101,101_107,4210160000,42101014000,403,3,15,0,15,1.17,17.55,0,17.55,4,1,0,0,,3,2,2,97,2,7/22/2013,1,,0,0,2,2,2,1,1
5614,614539,140.0677812,1,42,42101,101_110,4210160000,42101008601,1027,3,4,2,2,1.12,4.48,2.24,2.24,2,1,1,1,30,1,1,1,2,7,1/31/2013,4,,0,1,2,1,3,1,1
5615,614564,79.14401385,1,42,42029,029_307,4202919752,42029304102,7237,5,4,4,0,1.15,4.6,4.6,0,2,2,2,2,20,0,1,1,1,9,1/31/2013,4,,0,0,2,1,3,1,1
5618,614692,402.0844305,1,42,42091,091_412,4209165568,42091202000,12247,4,2,2,0,1.17,2.34,2.34,0,2,1,1,1,15,0,1,2,2,4,7/12/2013,5,,0,1,2,2,2,1,1
5619,614748,190.1257082,1,42,42101,101_103,4210160000,42101001202,25,1,2,0,2,1.17,2.34,0,2.34,1,1,1,1,9000,1,2,1,3,5,1/30/2013,3,,0,1,2,1,3,1,1
5620,614757,135.9504849,1,42,42045,045_202,4204573032,42045407801,4238,4,2,2,0,1.17,2.34,2.34,0,2,1,2,2,6,0,2,2,1,4,2/7/2013,4,,0,0,2,1,3,1,1
5621,614810,179.7851354,1,42,42101,101_118,4210160000,42101033900,2815,3,2,2,0,1.12,2.24,2.24,0,2,1,2,2,50,1,1,2,2,6,1/31/2013,4,,0,0,2,1,3,1,1
5622,614815,89.43262692,1,34,34007,007_802,3400712280,34007603200,22232,4,6,6,0,1.15,6.9,6.9,0,2,1,1,1,20,0,1,2,1,8,1/31/2013,4,,0,0,2,1,3,1,1
5623,614856,124.9184848,1,42,42091,091_412,4209100156,42091201901,12204,4,4,4,0,1.13,4.52,4.52,0,2,1,2,2,6,0,1,2,1,99,1/28/2013,1,,0,0,2,1,3,1,1
5624,614914,344.7117864,1,42,42101,101_115,4210160000,42101028600,2604,3,3,3,0,1.17,3.51,3.51,0,1,0,1,1,12,0,2,1,2,1,2/8/2013,5,,0,0,2,1,1,1,1
5625,614982,91.92669207,1,42,42029,029_310,4202985352,42029300302,7825,5,7,7,0,1.17,8.19,8.19,0,2,1,2,2,20,4,1,1,1,5,2/6/2013,3,,0,0,2,1,3,1,1
5626,615000,164.3404867,1,42,42029,029_312,4202960120,42029300700,8208,3,6,2,4,1.17,7.02,2.34,4.68,1,1,1,1,20,1,1,2,2,5,2/4/2013,1,,0,1,2,1,3,1,1
5627,615084,243.6817067,1,34,34007,007_803,3400714260,34007611600,22411,4,3,2,1,1.17,3.51,2.34,1.17,1,1,1,1,9000,0,1,2,5,4,2/7/2013,4,,0,1,2,1,1,1,1
