ID,HH_ID,HH_WEIGHT,HH_GEO_ACC,H_STATE,H_COUNTY,H_CPA,H_MCD,H_TRACT,H_TAZ,A_TYPE,HH_TOT_TRIPS,HH_MO_TRIPS,HH_NM_TRIPS,GPS_Factor,F_HH_TOT_TRIPS,F_HH_MO_TRIPS,F_HH_NM_TRIPS,HH_SIZE,HH_WORK,TOT_VEH,OP_VEH,VEH_OUT,TOT_BIKE,TOLL_ACCNT,CAR_SHARE,RES_TYPE,INCOME,TRAV_DATE,TRAV_DOW,HOLIDAY,HOL_TYPE,OV_SAMPLE,STUDY,RECRUIT,RETRIEVE,R_LANG,SURV_LANG
2302,394972,80.69136363,1,42,42101,101_117,4210160000,42101025200,2416,3,0,0,0,1.13,0,0,0,1,1,1,1,50,0,2,2,3,99,10/1/2012,1,,0,0,2,1,3,1,1
2303,394979,103.3419904,1,42,42017,017_504,4201781048,42017101803,14632,5,3,3,0,1.12,3.36,3.36,0,1,0,1,1,2,1,1,2,2,6,9/11/2012,2,,0,0,2,1,3,1,1
2304,394998,148.9647419,1,42,42101,101_103,4210160000,42101000804,42,1,10,0,10,1.12,11.2,0,11.2,2,0,1,1,9000,0,1,2,5,6,9/24/2012,1,,0,1,2,1,3,1,1
2305,395010,170.33356,1,42,42101,101_106,4210160000,42101012204,2214,3,2,2,0,1.17,2.34,2.34,0,1,1,1,1,10,1,1,2,2,5,10/22/2012,1,,0,0,2,1,3,1,1
2306,395094,161.1073355,1,42,42017,017_508,4201754192,42017105202,15402,4,8,8,0,1.12,8.96,8.96,0,2,2,2,2,3,2,1,1,1,6,11/15/2012,4,Hurricane Sandy,1,0,2,1,2,1,1
2307,395269,248.2457734,1,34,34005,005_702,3400543740,34005700407,20227,4,2,2,0,1.17,2.34,2.34,0,1,0,1,1,10,0,2,2,5,2,9/4/2012,2,,0,1,2,1,3,1,1
2308,395289,120.7077398,1,42,42045,045_205,4204553104,42045407401,4824,4,23,15,8,1.15,26.45,17.25,9.2,4,2,1,1,20,4,1,2,1,9,10/11/2012,4,,0,0,2,1,2,1,1
2309,395297,124.9184848,1,42,42091,091_412,4209173088,42091210500,12249,4,5,5,0,1.13,5.65,5.65,0,2,1,2,2,3,1,1,2,1,99,9/25/2012,2,,0,0,2,1,3,1,1
2310,395364,223.9297401,1,34,34007,007_801,3400710000,34007601900,22003,4,0,0,0,1.17,0,0,0,3,1,1,1,250,0,2,2,2,4,10/15/2012,1,,0,1,2,1,3,1,1
2311,395416,345.5485017,1,42,42101,101_103,4210160000,42101000401,84,1,4,0,4,1.17,4.68,0,4.68,1,1,1,0,,0,1,2,5,5,12/25/2012,2,Christmas Day,1,1,2,2,2,1,1
2312,395474,109.2211679,1,42,42091,091_410,4209135808,42091200502,11811,4,2,2,0,1.17,2.34,2.34,0,1,1,2,2,20,0,1,2,1,5,9/14/2012,5,,0,0,2,1,3,1,1
2313,395502,200.1658485,1,42,42091,091_401,4209152664,42091205600,10039,4,5,5,0,1.12,5.6,5.6,0,1,1,1,1,9000,0,2,2,3,6,9/26/2012,3,Yom Kippur,2,1,2,1,2,1,1
2314,395540,216.3529744,1,34,34005,005_702,3400549020,34005702913,20281,4,6,6,0,1.17,7.02,7.02,0,1,0,1,1,3,0,2,2,3,4,11/15/2012,4,Hurricane Sandy,1,0,2,1,1,1,1
2315,395542,84.66646784,1,34,34005,005_701,3400581440,34005702811,20078,4,5,4,1,1.17,5.85,4.68,1.17,2,0,2,2,12,0,2,2,1,3,3/26/2013,2,,0,0,2,1,3,1,1
2316,395545,40.47399819,1,42,42101,101_107,4210160000,42101016901,434,3,0,0,0,1.17,0,0,0,2,0,0,0,,0,2,2,2,1,10/1/2012,1,,0,0,2,1,3,1,1
2317,395585,51.89662555,1,42,42101,101_103,4210160000,42101001202,24,1,2,2,0,1.15,2.3,2.3,0,2,2,1,1,9000,1,1,2,2,10,10/9/2012,2,,0,1,2,1,3,1,1
2318,395607,168.7323407,1,42,42091,091_413,4209184624,42091203104,12423,4,12,9,3,1.12,13.44,10.08,3.36,3,3,4,3,10,3,1,2,1,7,10/16/2012,2,,0,0,2,1,3,1,1
2319,395615,193.2614659,1,42,42101,101_112,4210160000,42101004202,808,3,10,10,0,1.17,11.7,11.7,0,2,0,2,2,9000,0,1,2,2,4,3/22/2013,5,,0,1,2,1,3,1,1
2320,395624,143.7973214,1,34,34015,015_901,3401582180,34015500900,24042,4,0,0,0,1.17,0,0,0,1,0,0,0,,2,2,2,1,1,3/22/2013,5,,0,0,2,1,3,1,1
2321,395626,107.1853521,1,42,42045,045_201,4204558176,42045406100,4041,4,5,5,0,1.17,5.85,5.85,0,1,0,1,1,5,0,2,2,1,3,10/11/2012,4,,0,0,2,1,3,1,1
2322,395639,90.22967993,1,42,42029,029_311,4202977344,42029300106,8024,4,4,4,0,1.17,4.68,4.68,0,2,0,2,2,25,0,1,2,2,4,9/28/2012,5,,0,1,2,1,3,1,1
2323,395723,126.7562863,1,42,42101,101_103,4210160000,42101001002,33,3,2,0,2,1.12,2.24,0,2.24,1,0,1,1,9000,0,2,2,5,6,9/27/2012,4,,0,1,2,1,1,1,1
2324,395764,126.0701419,1,42,42029,029_305,4202903384,42029311800,6801,4,7,7,0,1.17,8.19,8.19,0,1,0,1,0,,0,2,2,1,3,9/13/2012,4,,0,0,2,1,3,1,1
2325,395839,266.2951726,1,34,34005,005_702,3400549020,34005702914,20282,4,7,7,0,1.15,8.05,8.05,0,4,1,5,2,15,4,1,2,1,8,12/6/2012,4,,0,0,2,1,3,1,1
2326,395851,241.4730714,1,42,42017,017_512,4201708768,42017100303,16213,4,0,0,0,1.17,0,0,0,4,0,1,1,30,1,2,2,1,5,10/9/2012,2,,0,0,2,1,3,1,1
2327,395960,83.52245545,1,42,42029,029_302,4202958808,42029307000,6221,5,5,5,0,1.13,5.65,5.65,0,1,0,1,1,1,0,1,2,1,99,11/13/2012,2,Hurricane Sandy,1,0,2,1,3,1,1
2329,396065,288.5431362,1,34,34007,007_803,3400728740,34007603800,22423,4,19,19,0,1.12,21.28,21.28,0,3,3,3,3,10,2,1,2,1,6,10/8/2012,1,Columbus Day,2,0,2,1,3,1,1
2330,396106,97.34688475,1,42,42091,091_407,4209163808,42091207900,11207,4,6,6,0,1.17,7.02,7.02,0,1,0,1,1,50,0,2,2,1,2,10/2/2012,2,,0,0,2,1,3,1,1
2331,396228,94.65592963,1,34,34007,007_804,3400726760,34007608211,22616,4,4,4,0,1.15,4.6,4.6,0,2,2,2,2,4,3,1,2,2,10,10/24/2012,3,,0,0,2,1,3,1,1
2332,396307,108.0262412,1,42,42017,017_511,4201744968,42017105511,16024,4,2,2,0,1.17,2.34,2.34,0,1,0,1,1,10,1,1,2,2,3,10/11/2012,4,,0,0,2,1,3,1,1
2333,396347,130.9360946,1,42,42017,017_512,4201708768,42017100404,16223,4,0,0,0,1.17,0,0,0,3,1,2,2,2,0,1,2,1,5,9/28/2012,5,,0,1,2,1,2,1,1
2334,396418,103.6413559,1,42,42017,017_504,4201781048,42017101803,14632,5,6,6,0,1.13,6.78,6.78,0,2,1,2,2,2,1,1,1,1,99,10/1/2012,1,,0,0,2,1,3,1,1
2335,396432,406.9522441,1,42,42091,091_413,4209184624,42091203105,12422,4,13,11,2,1.17,15.21,12.87,2.34,4,1,1,1,20,0,1,2,2,4,10/24/2012,3,,0,0,2,1,3,1,1
2336,396537,107.566057,1,34,34005,005_702,3400547880,34005700501,20249,4,7,5,2,1.12,7.84,5.6,2.24,2,2,2,2,9000,2,1,2,1,7,9/5/2012,3,,0,0,2,1,2,1,1
2337,396641,263.5097417,1,42,42091,091_412,4209100156,42091201703,12218,4,26,16,10,1.17,30.42,18.72,11.7,5,1,2,2,20,3,1,2,1,4,9/19/2012,3,,0,0,2,1,3,1,1
2338,396657,269.6625279,1,42,42017,017_507,4201781144,42017104902,15244,5,4,4,0,1.12,4.48,4.48,0,2,2,1,1,10,1,1,1,2,6,10/1/2012,1,,0,0,2,1,2,1,1
2339,396669,318.123913,1,42,42101,101_111,4210160000,42101009400,1215,3,0,0,0,1.17,0,0,0,1,1,1,1,20,0,2,2,2,1,10/25/2012,4,,0,1,2,1,3,1,1
2340,396674,918.2160319,1,42,42101,101_104,4210160000,42101031501,3023,3,19,10,9,1.17,22.23,11.7,10.53,4,3,2,2,50,0,1,2,2,4,10/18/2012,4,,0,0,2,1,2,1,1
2341,396689,933.5652095,1,42,42101,101_111,4210160000,42101008101,1203,3,6,3,3,1.17,7.02,3.51,3.51,4,1,1,1,9000,2,98,2,2,1,10/25/2012,4,,0,1,2,1,3,1,1
2342,396730,111.707028,1,34,34015,015_901,3401517710,34015501105,24013,4,6,6,0,1.13,6.78,6.78,0,2,2,4,4,10,3,1,2,1,99,3/27/2013,3,,0,0,2,1,3,1,1
2343,396743,115.1048957,1,42,42045,045_204,4204515488,42045410302,4613,5,4,4,0,1.15,4.6,4.6,0,5,1,3,3,2,5,1,2,1,9,11/9/2012,5,Hurricane Sandy,1,0,2,1,2,1,1
2344,396874,225.6681143,1,34,34005,005_704,3400512670,34005704302,20604,6,7,7,0,1.15,8.05,8.05,0,3,1,3,3,3,0,1,2,1,10,11/1/2012,4,Hurricane Sandy,1,0,2,1,3,1,1
2345,396917,204.4033229,1,34,34005,005_701,3400512940,34005700303,20036,4,4,2,2,1.12,4.48,2.24,2.24,2,2,1,1,10,3,1,1,1,7,11/7/2012,3,Hurricane Sandy,1,0,2,1,3,1,1
2346,396935,222.1994075,1,42,42045,045_203,4204586968,42045402300,4462,4,9,3,6,1.17,10.53,3.51,7.02,7,0,1,1,9000,2,2,2,2,4,9/7/2012,5,,0,1,2,1,3,1,1
2347,396952,103.6413559,1,42,42017,017_508,4201779128,42017105400,15415,5,12,12,0,1.13,13.56,13.56,0,2,1,2,2,2,0,1,1,1,99,10/31/2012,3,Hurricane Sandy,1,0,2,1,3,1,1
2348,397069,373.0008402,1,42,42017,017_505,4201709816,42017104502,14806,5,18,14,4,1.13,20.34,15.82,4.52,4,2,2,2,10,2,1,2,1,99,9/26/2012,3,Yom Kippur,2,0,2,1,2,1,1
2349,397124,374.5286473,1,42,42101,101_103,4210160000,42101000901,41,1,6,1,5,1.17,7.02,1.17,5.85,1,0,1,1,9000,1,1,2,5,3,11/16/2012,5,Hurricane Sandy,1,1,2,2,2,1,1
2350,397171,99.43519196,1,42,42091,091_409,4209150640,42091200605,11622,5,2,2,0,1.13,2.26,2.26,0,3,0,2,2,5,0,1,2,2,99,10/29/2012,1,Hurricane Sandy,1,0,2,1,3,1,1
2351,397185,108.9737411,1,34,34005,005_701,3400581440,34005702802,20087,4,2,2,0,1.12,2.24,2.24,0,2,1,2,2,5,4,1,2,1,6,9/18/2012,2,,0,1,2,1,3,1,1
2352,397198,165.1111195,1,42,42029,029_303,4202921624,42029308101,6405,5,0,0,0,1.12,0,0,0,4,2,2,2,4,3,2,2,1,7,11/6/2012,2,Hurricane Sandy,1,0,2,1,2,1,1
2353,397234,119.4058649,1,42,42017,017_509,4201705616,42017100209,15612,4,3,3,0,1.17,3.51,3.51,0,1,0,1,1,25,0,2,2,1,3,9/25/2012,2,,0,0,2,1,3,1,1
2354,397235,205.2626891,1,34,34015,015_905,3401569030,34015502100,24827,6,14,14,0,1.15,16.1,16.1,0,5,2,3,3,15,7,1,2,1,8,10/1/2012,1,,0,0,2,1,2,1,1
2355,397237,92.10524045,1,42,42101,101_110,4210160000,42101008702,1032,3,4,0,4,1.13,4.52,0,4.52,1,0,0,0,,0,2,2,4,99,10/30/2012,2,Hurricane Sandy,1,1,2,2,2,1,1
2356,397314,89.84290632,1,42,42029,029_307,4202920864,42029304300,7208,5,5,5,0,1.12,5.6,5.6,0,2,2,2,2,6,3,1,2,1,6,11/7/2012,3,Hurricane Sandy,1,0,2,1,3,1,1
2357,397380,146.3062069,1,42,42101,101_106,4210160000,42101012204,2214,3,0,0,0,1.15,0,0,0,4,2,2,2,32,0,1,2,1,8,10/29/2012,1,Hurricane Sandy,1,0,2,1,3,1,1
2358,397383,241.1168903,1,42,42101,101_113,4210160000,42101035601,3410,4,4,4,0,1.17,4.68,4.68,0,1,0,1,1,50,0,1,2,3,3,11/16/2012,5,Hurricane Sandy,1,0,2,1,3,1,1
2359,397390,200.951584,1,34,34005,005_703,3400568610,34005703203,20427,5,0,0,0,1.17,0,0,0,1,1,1,1,10,1,1,2,1,4,10/29/2012,1,Hurricane Sandy,1,0,2,1,3,1,1
2360,397404,55.89447137,1,42,42029,029_307,4202983832,42029301900,7240,5,2,2,0,1.12,2.24,2.24,0,2,0,2,2,10,0,1,2,1,6,11/12/2012,1,Hurricane Sandy,1,0,2,1,3,1,1
2362,397564,114.3874235,1,34,34021,021_605,3402122185,34021003704,18817,4,8,8,0,1.12,8.96,8.96,0,2,2,2,2,15,4,1,1,1,7,11/7/2012,3,Hurricane Sandy,1,0,2,1,3,1,1
2363,397570,76.00007081,1,42,42101,101_117,4210160000,42101024000,2403,3,18,18,0,1.15,20.7,20.7,0,3,2,2,1,10,6,1,2,1,8,1/21/2013,1,"Birthday of Martin Luther King, Jr.",2,0,2,1,2,1,1
2364,397578,152.14768,1,42,42045,045_201,4204503336,42045406902,4004,4,7,7,0,1.12,7.84,7.84,0,2,1,3,3,6,0,1,2,1,6,11/6/2012,2,Hurricane Sandy,1,0,2,1,3,1,1
2365,397607,49.38478971,1,42,42029,029_302,4202953816,42029306900,6218,5,19,19,0,1.15,21.85,21.85,0,2,0,2,2,40,0,2,1,1,8,10/16/2012,2,,0,0,2,1,3,1,1
2366,397693,165.2853549,1,42,42091,091_412,4209112968,42091202301,12234,4,2,2,0,1.17,2.34,2.34,0,1,0,1,1,9000,0,2,2,5,3,11/14/2012,3,Hurricane Sandy,1,0,2,1,1,1,1
2367,397743,97.33251172,1,34,34005,005_705,3400572060,34005703600,20820,6,4,4,0,1.12,4.48,4.48,0,2,2,2,2,5,2,2,2,1,7,10/5/2012,5,,0,0,2,1,3,1,1
2368,397771,125.9905753,1,42,42101,101_103,4210160000,42101001101,20,2,1,1,0,1.12,1.12,1.12,0,2,2,1,1,60,1,1,2,2,7,10/15/2012,1,,0,1,2,1,2,1,1
2369,397852,298.5658425,1,42,42101,101_117,4210160000,42101023700,2417,3,8,3,5,1.17,9.36,3.51,5.85,2,2,1,1,9000,1,1,2,5,4,11/2/2012,5,Hurricane Sandy,1,0,2,2,2,1,1
2371,397871,1019.897822,1,42,42101,101_101,4210160000,42101017601,1401,3,4,0,4,1.17,4.68,0,4.68,3,0,0,0,,2,2,2,2,1,10/29/2012,1,Hurricane Sandy,1,0,2,2,3,1,1
2372,397889,56.73719798,1,34,34007,007_803,3400771220,34007611200,22444,4,5,5,0,1.13,5.65,5.65,0,1,0,1,1,8,0,1,2,1,99,9/14/2012,5,,0,0,2,1,3,1,1
2373,397900,57.44125999,1,42,42029,029_311,4202921928,42029300201,8007,4,0,0,0,1.17,0,0,0,2,0,2,2,6,0,1,2,1,5,10/30/2012,2,Hurricane Sandy,1,0,2,1,3,1,1
2374,398054,197.707639,1,42,42091,091_404,4209143312,42091208604,10602,5,11,11,0,1.12,12.32,12.32,0,5,3,4,3,15,0,1,1,1,7,10/8/2012,1,Columbus Day,2,0,2,1,2,1,1
2375,398146,86.98326822,1,42,42045,045_205,4204549136,42045407101,4811,4,7,7,0,1.13,7.91,7.91,0,2,1,2,2,10,0,2,1,1,99,11/16/2012,5,Hurricane Sandy,1,0,2,1,3,1,1
2376,398313,262.0684039,1,42,42101,101_118,4210160000,42101033701,2816,4,1,0,1,1.17,1.17,0,1.17,1,0,0,0,,1,2,2,4,1,9/25/2012,2,,0,0,2,1,3,1,1
2377,398418,260.2901495,1,42,42029,029_305,4202983968,42029311800,6815,4,17,17,0,1.12,19.04,19.04,0,4,3,8,4,20,6,2,2,1,6,9/25/2012,2,,0,0,2,1,3,1,1
2378,398432,265.416862,1,42,42045,045_203,4204579000,42045401501,4431,4,4,4,0,1.12,4.48,4.48,0,3,3,3,3,30,0,2,2,2,7,11/20/2012,2,,0,1,2,1,3,1,1
2379,398442,80.14183206,1,42,42045,045_206,4204533144,42045409200,5007,4,5,5,0,1.15,5.75,5.75,0,2,2,2,2,10,3,1,1,1,8,10/17/2012,3,,0,0,2,1,3,1,1
2380,398455,138.423895,1,42,42091,091_403,4209183696,42091203403,10435,4,3,3,0,1.12,3.36,3.36,0,2,1,2,2,20,0,1,2,1,6,12/4/2012,2,,0,0,2,1,3,1,1
2381,398459,97.94860525,1,42,42101,101_108,4210160000,42101021900,3218,4,4,4,0,1.12,4.48,4.48,0,2,2,2,2,10,2,1,2,1,7,10/15/2012,1,,0,0,2,1,2,1,1
2382,398500,54.05226379,1,34,34021,021_605,3402122185,34021003705,18804,4,3,3,0,1.13,3.39,3.39,0,1,1,1,1,3,0,1,1,1,99,9/21/2012,5,,0,0,2,1,3,1,1
2383,398568,520.1025809,1,42,42101,101_104,4210160000,42101031600,3019,3,19,19,0,1.17,22.23,22.23,0,5,0,1,1,10,4,2,2,2,4,11/12/2012,1,Hurricane Sandy,1,0,2,1,2,1,1
2384,398655,216.1628256,1,42,42091,091_403,4209154656,42091203700,10433,4,5,5,0,1.17,5.85,5.85,0,3,1,2,2,2,1,1,2,1,4,11/8/2012,4,Hurricane Sandy,1,0,2,1,2,1,1
2385,398680,151.6650635,1,42,42091,091_404,4209143312,42091208603,10606,5,8,8,0,1.17,9.36,9.36,0,2,2,2,2,10,0,1,1,1,3,3/28/2013,4,,0,0,2,1,3,1,1
2386,398706,138.3343689,1,42,42029,029_308,4202972072,42029311600,7425,5,4,4,0,1.17,4.68,4.68,0,2,0,5,2,6,2,2,2,1,3,9/25/2012,2,,0,0,2,1,3,1,1
2387,399038,134.3938918,1,42,42091,091_401,4209144976,42091204600,10016,4,11,8,3,1.15,12.65,9.2,3.45,4,2,2,2,20,4,1,2,1,10,11/7/2012,3,Hurricane Sandy,1,0,2,1,3,1,1
2388,399130,140.1128151,1,42,42101,101_118,4210160000,42101033900,2818,3,15,15,0,1.12,16.8,16.8,0,2,1,1,1,20,0,2,2,1,6,11/16/2012,5,Hurricane Sandy,1,0,2,1,3,1,1
2389,399143,82.14014601,1,34,34005,005_702,3400547880,34005700504,20250,4,9,9,0,1.15,10.35,10.35,0,2,2,2,2,20,2,1,2,1,8,11/8/2012,4,Hurricane Sandy,1,0,2,1,2,1,1
2390,399147,234.9764648,1,42,42101,101_103,4210160000,42101000402,97,1,2,0,2,1.12,2.24,0,2.24,2,2,0,0,,0,2,2,5,7,10/29/2012,1,Hurricane Sandy,1,1,2,2,2,1,1
2391,399301,132.9227931,1,42,42101,101_114,4210160000,42101030501,1622,3,6,6,0,1.17,7.02,7.02,0,1,0,1,1,15,0,2,2,2,5,10/19/2012,5,,0,0,2,1,3,1,1
2392,399405,78.6109712,1,42,42101,101_108,4210160000,42101020700,3202,4,3,3,0,1.12,3.36,3.36,0,1,0,1,1,10,0,1,2,2,7,11/7/2012,3,Hurricane Sandy,1,0,2,1,3,1,1
2393,399433,40.65175876,1,42,42045,045_206,4204547616,42045408001,5032,4,0,0,0,1.17,0,0,0,2,0,2,2,32,0,1,2,1,5,10/24/2012,3,,0,0,2,1,3,1,1
2394,399471,160.8847603,1,34,34021,021_602,3402129310,34021002904,18240,4,11,11,0,1.15,12.65,12.65,0,3,3,3,3,12,1,1,2,1,8,10/2/2012,2,,0,0,2,1,3,1,1
2395,399473,137.6433157,1,34,34007,007_802,3400712280,34007603400,22224,4,1,1,0,1.17,1.17,1.17,0,2,0,2,2,50,0,1,2,1,4,9/25/2012,2,,0,0,2,1,3,1,1
2396,399554,247.6547545,1,42,42101,101_110,4210160000,42101008701,1023,3,0,0,0,1.17,0,0,0,1,0,1,1,12,0,1,2,2,3,10/29/2012,1,Hurricane Sandy,1,1,2,1,3,1,1
2397,399569,86.49048474,1,42,42091,091_412,4209100156,42091201704,12214,4,0,0,0,1.17,0,0,0,2,0,3,3,5,3,2,2,1,4,9/21/2012,5,,0,1,2,1,3,1,1
2398,399573,133.1759183,1,42,42101,101_116,4210160000,42101036202,3619,4,2,2,0,1.12,2.24,2.24,0,2,2,2,2,100,3,1,1,4,7,3/21/2013,4,,0,0,2,1,3,1,1
2399,399619,104.7665712,1,42,42029,029_309,4202983664,42029311500,7611,6,3,3,0,1.17,3.51,3.51,0,2,2,2,2,10,0,1,2,1,5,11/19/2012,1,Hurricane Sandy,1,0,2,1,3,1,1
2400,399669,230.7343222,1,42,42017,017_511,4201777744,42017105900,16046,4,2,2,0,1.17,2.34,2.34,0,1,1,1,1,40,0,2,2,3,2,11/6/2012,2,Hurricane Sandy,1,1,2,1,2,1,1
2401,399830,369.0836306,1,42,42101,101_103,4210160000,42101000402,97,1,3,0,3,1.17,3.51,0,3.51,1,1,1,1,9000,9,1,2,5,3,1/14/2013,1,,0,1,2,1,3,1,1
2402,399856,401.2987738,1,42,42101,101_103,4210160000,42101001201,30,3,2,1,1,1.17,2.34,1.17,1.17,1,1,0,0,,0,2,1,3,3,9/13/2012,4,,0,1,2,1,3,1,1
2403,399859,318.9854937,1,42,42017,017_505,4201761616,42017104203,14811,5,12,12,0,1.13,13.56,13.56,0,3,2,2,2,5,3,1,2,1,99,9/19/2012,3,,0,0,2,1,3,1,1
2404,399907,86.30292065,1,42,42017,017_504,4201719784,42017104702,14616,3,6,6,0,1.17,7.02,7.02,0,1,0,1,1,5,1,1,2,1,4,9/25/2012,2,,0,1,2,1,3,1,1
2405,399908,171.0077589,1,42,42017,017_512,4201708760,42017100500,16210,4,4,4,0,1.17,4.68,4.68,0,2,2,2,2,50,1,2,2,2,3,9/11/2012,2,,0,1,2,1,3,1,1
2406,399937,80.02412236,1,42,42045,045_206,4204554224,42045409902,5035,4,2,2,0,1.17,2.34,2.34,0,2,0,2,2,5,0,2,2,1,5,10/19/2012,5,,0,0,2,1,3,1,1
2407,399977,143.7973214,1,34,34015,015_906,3401547250,34015501603,25024,4,0,0,0,1.17,0,0,0,1,0,0,0,,0,2,2,1,1,3/19/2013,2,,0,0,2,1,3,1,1
2408,399991,112.1396828,1,34,34007,007_805,3400705470,34007608800,22807,4,9,9,0,1.12,10.08,10.08,0,2,0,6,2,1,0,1,2,1,6,10/8/2012,1,Columbus Day,2,0,2,1,3,1,1
2409,400018,121.6416772,1,42,42091,091_413,4209161664,42091204010,12416,4,2,2,0,1.17,2.34,2.34,0,2,0,1,1,25,0,2,2,1,3,10/22/2012,1,,0,0,2,1,3,1,1
2410,400032,246.9326701,1,42,42091,091_411,4209179008,42091201407,12012,4,15,14,1,1.15,17.25,16.1,1.15,3,2,2,2,15,0,1,2,1,10,2/20/2013,3,,0,0,2,2,2,1,1
2411,400107,243.7296417,1,34,34005,005_702,3400522110,34005704004,20222,4,8,7,1,1.13,9.04,7.91,1.13,4,4,4,4,10,0,1,2,1,99,10/15/2012,1,,0,0,2,1,3,1,1
2413,400160,122.4397869,1,42,42029,029_302,4202927376,42029306700,6202,5,4,4,0,1.17,4.68,4.68,0,1,1,2,2,3,0,1,2,1,2,2/25/2013,1,,0,0,2,1,3,1,1
2414,400222,85.65057604,1,42,42091,091_401,4209144976,42091205502,10002,4,5,5,0,1.15,5.75,5.75,0,2,2,2,2,25,2,1,2,1,10,12/27/2012,4,,0,0,2,1,3,1,1
2415,400258,354.9095548,1,42,42091,091_409,4209141432,42091200903,11613,3,4,4,0,1.17,4.68,4.68,0,1,1,1,1,3,1,1,2,3,5,1/10/2013,4,,0,1,2,2,2,1,1
2416,400273,98.14781334,1,42,42017,017_509,4201705616,42017100206,15626,4,10,9,1,1.12,11.2,10.08,1.12,1,0,1,1,5,0,2,2,1,7,1/17/2013,4,,0,0,2,1,1,1,1
2418,400390,141.75873,1,42,42091,091_412,4209100156,42091201703,12218,4,2,2,0,1.17,2.34,2.34,0,2,1,2,2,15,0,2,2,1,5,3/13/2013,3,,0,0,2,1,3,1,1
2419,400395,119.7305987,1,42,42045,045_205,4204579248,42045407902,4828,4,5,5,0,1.17,5.85,5.85,0,1,0,0,0,,0,2,1,1,5,12/21/2012,5,,0,0,2,1,3,1,1
2420,400482,160.8191775,1,42,42045,045_205,4204579248,42045407901,4832,5,2,2,0,1.12,2.24,2.24,0,2,2,3,2,20,0,1,1,2,7,1/14/2013,1,,0,0,2,1,2,1,1
2421,400489,321.1171779,1,42,42091,091_402,4209179136,42091205809,10226,4,34,24,10,1.12,38.08,26.88,11.2,5,3,1,1,30,3,2,2,1,6,1/17/2013,4,,0,0,2,1,3,1,1
2422,400513,422.9128024,1,42,42101,101_107,4210160000,42101013900,404,3,4,0,4,1.17,4.68,0,4.68,1,0,0,0,,1,2,1,3,2,1/11/2013,5,,0,0,2,2,2,1,1
2423,400514,90.6210748,1,42,42101,101_103,4210160000,42101000600,58,1,11,2,9,1.15,12.65,2.3,10.35,2,2,1,1,9000,1,1,2,3,8,1/3/2013,4,,0,1,2,2,2,1,1
2424,400540,155.305676,1,42,42101,101_108,4210160000,42101020600,3204,4,4,4,0,1.17,4.68,4.68,0,2,1,2,2,10,0,1,2,2,5,3/18/2013,1,,0,0,2,1,2,1,1
2425,400616,95.35993967,1,42,42017,017_503,4201734952,42017106300,14423,4,0,0,0,1.15,0,0,0,2,2,2,2,15,3,1,2,2,9,12/26/2012,3,Kwanzaa (until Jan 1),2,0,2,1,2,1,1
2426,400719,176.6030801,1,42,42101,101_104,4210160000,42101035200,3034,4,5,5,0,1.17,5.85,5.85,0,1,0,1,1,9000,0,1,2,2,3,10/19/2012,5,,0,0,2,1,3,1,1
2427,400796,159.4906584,1,42,42101,101_103,4210160000,42101001700,3,3,7,3,4,1.12,7.84,3.36,4.48,2,1,1,1,15,0,1,1,2,6,1/18/2013,5,,0,0,2,1,3,1,1
2428,400877,481.5547229,1,42,42101,101_115,4210160000,42101026500,2634,3,2,2,0,1.17,2.34,2.34,0,1,1,1,0,,0,2,2,3,2,1/2/2013,3,New Year's Day (Observed),1,0,2,2,2,1,1
2429,400920,129.9674864,1,34,34007,007_803,3400714260,34007604200,22414,3,6,4,2,1.17,7.02,4.68,2.34,1,0,1,1,3,0,1,1,2,4,3/15/2013,5,,0,1,2,1,3,1,1
2430,400932,82.36517236,1,42,42101,101_104,4210160000,42101035200,3034,4,6,6,0,1.15,6.9,6.9,0,3,2,3,3,25,0,1,2,2,8,11/14/2012,3,Hurricane Sandy,1,0,2,1,3,1,1
2431,401031,87.12081086,1,34,34021,021_605,3402122185,34021003706,18813,4,6,6,0,1.15,6.9,6.9,0,2,2,2,2,2,0,1,2,1,8,2/5/2013,2,,0,0,2,1,3,1,1
2432,401043,247.6547545,1,42,42101,101_112,4210160000,42101002500,842,3,7,6,1,1.17,8.19,7.02,1.17,1,0,1,1,200,0,2,2,2,3,1/16/2013,3,,0,0,2,1,3,1,1
2433,401053,71.37779804,1,42,42091,091_408,4209179280,42091207500,11428,5,2,2,0,1.13,2.26,2.26,0,2,0,2,2,15,0,2,2,1,99,11/12/2012,1,Hurricane Sandy,1,0,2,1,3,1,1
2434,401074,78.8025846,1,42,42091,091_404,4209179256,42091206106,10628,4,8,8,0,1.12,8.96,8.96,0,2,0,2,2,10,0,1,2,1,7,10/26/2012,5,,0,0,2,1,3,1,1
2435,401087,113.4246991,1,42,42091,091_409,4209150640,42091200605,11627,4,2,2,0,1.12,2.24,2.24,0,2,1,2,2,30,1,1,2,1,7,1/14/2013,1,,0,0,2,1,3,1,1
2436,401098,234.0056329,1,42,42101,101_115,4210160000,42101025900,2646,3,2,2,0,1.17,2.34,2.34,0,2,0,1,1,50,0,2,2,3,4,1/18/2013,5,,0,0,2,1,3,1,1
